EVENT_ID,EVENT_TIMESTAMP,ENTITY_TYPE,ENTITY_ID,EVENT_TYPE,DESCRIPTION
EVT-0000612,2026-05-08 00:00:00,PURCHASE_ORDER,PO-000612,PO_CREATED,Purchase order PO-000612 created in ERP
EVT-0000613,2026-01-30 00:00:00,PURCHASE_ORDER,PO-000613,PO_CREATED,Purchase order PO-000613 created in ERP
EVT-0000614,2026-01-20 00:00:00,PURCHASE_ORDER,PO-000614,PO_CREATED,Purchase order PO-000614 created in ERP
EVT-0000615,2026-06-18 00:00:00,PURCHASE_ORDER,PO-000615,PO_CREATED,Purchase order PO-000615 created in ERP
EVT-0000616,2026-04-24 00:00:00,PURCHASE_ORDER,PO-000616,PO_CREATED,Purchase order PO-000616 created in ERP
EVT-0000617,2026-08-04 00:00:00,PURCHASE_ORDER,PO-000617,PO_CREATED,Purchase order PO-000617 created in ERP
EVT-0000618,2026-03-18 00:00:00,PURCHASE_ORDER,PO-000618,PO_CREATED,Purchase order PO-000618 created in ERP
EVT-0000619,2026-01-12 00:00:00,PURCHASE_ORDER,PO-000619,PO_CREATED,Purchase order PO-000619 created in ERP
EVT-0000620,2026-07-27 00:00:00,PURCHASE_ORDER,PO-000620,PO_CREATED,Purchase order PO-000620 created in ERP
EVT-0000621,2026-05-22 00:00:00,PURCHASE_ORDER,PO-000621,PO_CREATED,Purchase order PO-000621 created in ERP
EVT-0000622,2026-06-18 00:00:00,PURCHASE_ORDER,PO-000622,PO_CREATED,Purchase order PO-000622 created in ERP
EVT-0000623,2026-04-23 00:00:00,PURCHASE_ORDER,PO-000623,PO_CREATED,Purchase order PO-000623 created in ERP
EVT-0000624,2026-02-02 00:00:00,PURCHASE_ORDER,PO-000624,PO_CREATED,Purchase order PO-000624 created in ERP
EVT-0000625,2026-01-16 00:00:00,PURCHASE_ORDER,PO-000625,PO_CREATED,Purchase order PO-000625 created in ERP
EVT-0000626,2026-03-25 00:00:00,PURCHASE_ORDER,PO-000626,PO_CREATED,Purchase order PO-000626 created in ERP
EVT-0000627,2026-03-27 00:00:00,PURCHASE_ORDER,PO-000627,PO_CREATED,Purchase order PO-000627 created in ERP
EVT-0000628,2026-04-08 00:00:00,PURCHASE_ORDER,PO-000628,PO_CREATED,Purchase order PO-000628 created in ERP
EVT-0000629,2026-06-05 00:00:00,PURCHASE_ORDER,PO-000629,PO_CREATED,Purchase order PO-000629 created in ERP
EVT-0000630,2026-04-01 00:00:00,PURCHASE_ORDER,PO-000630,PO_CREATED,Purchase order PO-000630 created in ERP
EVT-0000631,2026-07-23 00:00:00,PURCHASE_ORDER,PO-000631,PO_CREATED,Purchase order PO-000631 created in ERP
EVT-0000632,2026-06-11 00:00:00,PURCHASE_ORDER,PO-000632,PO_CREATED,Purchase order PO-000632 created in ERP
EVT-0000633,2026-01-07 00:00:00,PURCHASE_ORDER,PO-000633,PO_CREATED,Purchase order PO-000633 created in ERP
EVT-0000634,2026-06-01 00:00:00,PURCHASE_ORDER,PO-000634,PO_CREATED,Purchase order PO-000634 created in ERP
EVT-0000635,2026-03-16 00:00:00,PURCHASE_ORDER,PO-000635,PO_CREATED,Purchase order PO-000635 created in ERP
EVT-0000636,2026-05-11 00:00:00,PURCHASE_ORDER,PO-000636,PO_CREATED,Purchase order PO-000636 created in ERP
EVT-0000637,2026-03-15 00:00:00,PURCHASE_ORDER,PO-000637,PO_CREATED,Purchase order PO-000637 created in ERP
EVT-0000638,2026-03-15 00:00:00,PURCHASE_ORDER,PO-000638,PO_CREATED,Purchase order PO-000638 created in ERP
EVT-0000639,2026-01-08 00:00:00,PURCHASE_ORDER,PO-000639,PO_CREATED,Purchase order PO-000639 created in ERP
EVT-0000640,2026-03-17 00:00:00,PURCHASE_ORDER,PO-000640,PO_CREATED,Purchase order PO-000640 created in ERP
EVT-0000641,2026-08-17 00:00:00,PURCHASE_ORDER,PO-000641,PO_CREATED,Purchase order PO-000641 created in ERP
EVT-0000642,2026-03-04 00:00:00,PURCHASE_ORDER,PO-000642,PO_CREATED,Purchase order PO-000642 created in ERP
EVT-0000643,2026-05-13 00:00:00,PURCHASE_ORDER,PO-000643,PO_CREATED,Purchase order PO-000643 created in ERP
EVT-0000644,2026-01-10 00:00:00,PURCHASE_ORDER,PO-000644,PO_CREATED,Purchase order PO-000644 created in ERP
EVT-0000645,2026-01-29 00:00:00,PURCHASE_ORDER,PO-000645,PO_CREATED,Purchase order PO-000645 created in ERP
EVT-0000646,2026-08-16 00:00:00,PURCHASE_ORDER,PO-000646,PO_CREATED,Purchase order PO-000646 created in ERP
EVT-0000647,2026-07-27 00:00:00,PURCHASE_ORDER,PO-000647,PO_CREATED,Purchase order PO-000647 created in ERP
EVT-0000648,2026-02-03 00:00:00,PURCHASE_ORDER,PO-000648,PO_CREATED,Purchase order PO-000648 created in ERP
EVT-0000649,2026-05-13 00:00:00,PURCHASE_ORDER,PO-000649,PO_CREATED,Purchase order PO-000649 created in ERP
EVT-0000650,2026-08-29 00:00:00,PURCHASE_ORDER,PO-000650,PO_CREATED,Purchase order PO-000650 created in ERP
EVT-0000651,2026-01-07 00:00:00,PURCHASE_ORDER,PO-000651,PO_CREATED,Purchase order PO-000651 created in ERP
EVT-0000652,2026-08-09 00:00:00,PURCHASE_ORDER,PO-000652,PO_CREATED,Purchase order PO-000652 created in ERP
EVT-0000653,2026-04-07 00:00:00,PURCHASE_ORDER,PO-000653,PO_CREATED,Purchase order PO-000653 created in ERP
EVT-0000654,2026-04-06 00:00:00,PURCHASE_ORDER,PO-000654,PO_CREATED,Purchase order PO-000654 created in ERP
EVT-0000655,2026-04-14 00:00:00,PURCHASE_ORDER,PO-000655,PO_CREATED,Purchase order PO-000655 created in ERP
EVT-0000656,2026-08-12 00:00:00,PURCHASE_ORDER,PO-000656,PO_CREATED,Purchase order PO-000656 created in ERP
EVT-0000657,2026-02-12 00:00:00,PURCHASE_ORDER,PO-000657,PO_CREATED,Purchase order PO-000657 created in ERP
EVT-0000658,2026-07-11 00:00:00,PURCHASE_ORDER,PO-000658,PO_CREATED,Purchase order PO-000658 created in ERP
EVT-0000659,2026-04-29 00:00:00,PURCHASE_ORDER,PO-000659,PO_CREATED,Purchase order PO-000659 created in ERP
EVT-0000660,2026-02-21 00:00:00,PURCHASE_ORDER,PO-000660,PO_CREATED,Purchase order PO-000660 created in ERP
EVT-0000661,2026-05-30 00:00:00,PURCHASE_ORDER,PO-000661,PO_CREATED,Purchase order PO-000661 created in ERP
EVT-0000662,2026-07-26 00:00:00,PURCHASE_ORDER,PO-000662,PO_CREATED,Purchase order PO-000662 created in ERP
EVT-0000663,2026-03-24 00:00:00,PURCHASE_ORDER,PO-000663,PO_CREATED,Purchase order PO-000663 created in ERP
EVT-0000664,2026-04-07 00:00:00,PURCHASE_ORDER,PO-000664,PO_CREATED,Purchase order PO-000664 created in ERP
EVT-0000665,2026-05-23 00:00:00,PURCHASE_ORDER,PO-000665,PO_CREATED,Purchase order PO-000665 created in ERP
EVT-0000666,2026-08-27 00:00:00,PURCHASE_ORDER,PO-000666,PO_CREATED,Purchase order PO-000666 created in ERP
EVT-0000667,2026-05-09 00:00:00,PURCHASE_ORDER,PO-000667,PO_CREATED,Purchase order PO-000667 created in ERP
EVT-0000668,2026-03-12 00:00:00,PURCHASE_ORDER,PO-000668,PO_CREATED,Purchase order PO-000668 created in ERP
EVT-0000669,2026-08-08 00:00:00,PURCHASE_ORDER,PO-000669,PO_CREATED,Purchase order PO-000669 created in ERP
EVT-0000670,2026-08-29 00:00:00,PURCHASE_ORDER,PO-000670,PO_CREATED,Purchase order PO-000670 created in ERP
EVT-0000671,2026-04-24 00:00:00,PURCHASE_ORDER,PO-000671,PO_CREATED,Purchase order PO-000671 created in ERP
EVT-0000672,2026-07-16 00:00:00,PURCHASE_ORDER,PO-000672,PO_CREATED,Purchase order PO-000672 created in ERP
EVT-0000673,2026-02-15 00:00:00,PURCHASE_ORDER,PO-000673,PO_CREATED,Purchase order PO-000673 created in ERP
EVT-0000674,2026-05-18 00:00:00,PURCHASE_ORDER,PO-000674,PO_CREATED,Purchase order PO-000674 created in ERP
EVT-0000675,2026-05-13 00:00:00,PURCHASE_ORDER,PO-000675,PO_CREATED,Purchase order PO-000675 created in ERP
EVT-0000676,2026-03-20 00:00:00,PURCHASE_ORDER,PO-000676,PO_CREATED,Purchase order PO-000676 created in ERP
EVT-0000677,2026-05-02 00:00:00,PURCHASE_ORDER,PO-000677,PO_CREATED,Purchase order PO-000677 created in ERP
EVT-0000678,2026-02-11 00:00:00,PURCHASE_ORDER,PO-000678,PO_CREATED,Purchase order PO-000678 created in ERP
EVT-0000679,2026-02-12 00:00:00,PURCHASE_ORDER,PO-000679,PO_CREATED,Purchase order PO-000679 created in ERP
EVT-0000680,2026-01-02 00:00:00,PURCHASE_ORDER,PO-000680,PO_CREATED,Purchase order PO-000680 created in ERP
EVT-0000681,2026-06-30 00:00:00,PURCHASE_ORDER,PO-000681,PO_CREATED,Purchase order PO-000681 created in ERP
EVT-0000682,2026-03-29 00:00:00,PURCHASE_ORDER,PO-000682,PO_CREATED,Purchase order PO-000682 created in ERP
EVT-0000683,2026-04-18 00:00:00,PURCHASE_ORDER,PO-000683,PO_CREATED,Purchase order PO-000683 created in ERP
EVT-0000684,2026-07-25 00:00:00,PURCHASE_ORDER,PO-000684,PO_CREATED,Purchase order PO-000684 created in ERP
EVT-0000685,2026-07-19 00:00:00,PURCHASE_ORDER,PO-000685,PO_CREATED,Purchase order PO-000685 created in ERP
EVT-0000686,2026-04-22 00:00:00,PURCHASE_ORDER,PO-000686,PO_CREATED,Purchase order PO-000686 created in ERP
EVT-0000687,2026-03-06 00:00:00,PURCHASE_ORDER,PO-000687,PO_CREATED,Purchase order PO-000687 created in ERP
EVT-0000688,2026-04-25 00:00:00,PURCHASE_ORDER,PO-000688,PO_CREATED,Purchase order PO-000688 created in ERP
EVT-0000689,2026-01-22 00:00:00,PURCHASE_ORDER,PO-000689,PO_CREATED,Purchase order PO-000689 created in ERP
EVT-0000690,2026-03-25 00:00:00,PURCHASE_ORDER,PO-000690,PO_CREATED,Purchase order PO-000690 created in ERP
EVT-0000691,2026-01-06 00:00:00,PURCHASE_ORDER,PO-000691,PO_CREATED,Purchase order PO-000691 created in ERP
EVT-0000692,2026-06-27 00:00:00,PURCHASE_ORDER,PO-000692,PO_CREATED,Purchase order PO-000692 created in ERP
EVT-0000693,2026-04-29 00:00:00,PURCHASE_ORDER,PO-000693,PO_CREATED,Purchase order PO-000693 created in ERP
EVT-0000694,2026-06-06 00:00:00,PURCHASE_ORDER,PO-000694,PO_CREATED,Purchase order PO-000694 created in ERP
EVT-0000695,2026-06-11 00:00:00,PURCHASE_ORDER,PO-000695,PO_CREATED,Purchase order PO-000695 created in ERP
EVT-0000696,2026-01-08 00:00:00,PURCHASE_ORDER,PO-000696,PO_CREATED,Purchase order PO-000696 created in ERP
EVT-0000697,2026-02-24 00:00:00,PURCHASE_ORDER,PO-000697,PO_CREATED,Purchase order PO-000697 created in ERP
EVT-0000698,2026-06-11 00:00:00,PURCHASE_ORDER,PO-000698,PO_CREATED,Purchase order PO-000698 created in ERP
EVT-0000699,2026-02-18 00:00:00,PURCHASE_ORDER,PO-000699,PO_CREATED,Purchase order PO-000699 created in ERP
EVT-0000700,2026-06-25 00:00:00,PURCHASE_ORDER,PO-000700,PO_CREATED,Purchase order PO-000700 created in ERP
EVT-0000701,2026-04-28 00:00:00,PURCHASE_ORDER,PO-000701,PO_CREATED,Purchase order PO-000701 created in ERP
EVT-0000702,2026-06-25 00:00:00,PURCHASE_ORDER,PO-000702,PO_CREATED,Purchase order PO-000702 created in ERP
EVT-0000703,2026-08-10 00:00:00,PURCHASE_ORDER,PO-000703,PO_CREATED,Purchase order PO-000703 created in ERP
EVT-0000704,2026-07-14 00:00:00,PURCHASE_ORDER,PO-000704,PO_CREATED,Purchase order PO-000704 created in ERP
EVT-0000705,2026-04-28 00:00:00,PURCHASE_ORDER,PO-000705,PO_CREATED,Purchase order PO-000705 created in ERP
EVT-0000706,2026-07-14 00:00:00,PURCHASE_ORDER,PO-000706,PO_CREATED,Purchase order PO-000706 created in ERP
EVT-0000707,2026-05-26 00:00:00,PURCHASE_ORDER,PO-000707,PO_CREATED,Purchase order PO-000707 created in ERP
EVT-0000708,2026-05-03 00:00:00,PURCHASE_ORDER,PO-000708,PO_CREATED,Purchase order PO-000708 created in ERP
EVT-0000709,2026-03-29 00:00:00,PURCHASE_ORDER,PO-000709,PO_CREATED,Purchase order PO-000709 created in ERP
EVT-0000710,2026-08-04 00:00:00,PURCHASE_ORDER,PO-000710,PO_CREATED,Purchase order PO-000710 created in ERP
EVT-0000711,2026-07-24 00:00:00,PURCHASE_ORDER,PO-000711,PO_CREATED,Purchase order PO-000711 created in ERP
EVT-0000712,2026-07-10 00:00:00,PURCHASE_ORDER,PO-000712,PO_CREATED,Purchase order PO-000712 created in ERP
EVT-0000713,2026-03-23 00:00:00,PURCHASE_ORDER,PO-000713,PO_CREATED,Purchase order PO-000713 created in ERP
EVT-0000714,2026-03-18 00:00:00,PURCHASE_ORDER,PO-000714,PO_CREATED,Purchase order PO-000714 created in ERP
EVT-0000715,2026-01-01 00:00:00,PURCHASE_ORDER,PO-000715,PO_CREATED,Purchase order PO-000715 created in ERP
EVT-0000716,2026-06-10 00:00:00,PURCHASE_ORDER,PO-000716,PO_CREATED,Purchase order PO-000716 created in ERP
EVT-0000717,2026-03-23 00:00:00,PURCHASE_ORDER,PO-000717,PO_CREATED,Purchase order PO-000717 created in ERP
EVT-0000718,2026-03-24 00:00:00,PURCHASE_ORDER,PO-000718,PO_CREATED,Purchase order PO-000718 created in ERP
EVT-0000719,2026-04-05 00:00:00,PURCHASE_ORDER,PO-000719,PO_CREATED,Purchase order PO-000719 created in ERP
EVT-0000720,2026-02-23 00:00:00,PURCHASE_ORDER,PO-000720,PO_CREATED,Purchase order PO-000720 created in ERP
EVT-0000721,2026-07-05 00:00:00,PURCHASE_ORDER,PO-000721,PO_CREATED,Purchase order PO-000721 created in ERP
EVT-0000722,2026-01-16 00:00:00,PURCHASE_ORDER,PO-000722,PO_CREATED,Purchase order PO-000722 created in ERP
EVT-0000723,2026-04-23 00:00:00,PURCHASE_ORDER,PO-000723,PO_CREATED,Purchase order PO-000723 created in ERP
EVT-0000724,2026-03-07 00:00:00,PURCHASE_ORDER,PO-000724,PO_CREATED,Purchase order PO-000724 created in ERP
EVT-0000725,2026-01-09 00:00:00,PURCHASE_ORDER,PO-000725,PO_CREATED,Purchase order PO-000725 created in ERP
EVT-0000726,2026-04-30 00:00:00,PURCHASE_ORDER,PO-000726,PO_CREATED,Purchase order PO-000726 created in ERP
EVT-0000727,2026-04-20 00:00:00,PURCHASE_ORDER,PO-000727,PO_CREATED,Purchase order PO-000727 created in ERP
EVT-0000728,2026-07-19 00:00:00,PURCHASE_ORDER,PO-000728,PO_CREATED,Purchase order PO-000728 created in ERP
EVT-0000729,2026-02-11 00:00:00,PURCHASE_ORDER,PO-000729,PO_CREATED,Purchase order PO-000729 created in ERP
EVT-0000730,2026-04-25 00:00:00,PURCHASE_ORDER,PO-000730,PO_CREATED,Purchase order PO-000730 created in ERP
EVT-0000731,2026-07-11 00:00:00,PURCHASE_ORDER,PO-000731,PO_CREATED,Purchase order PO-000731 created in ERP
EVT-0000732,2026-04-13 00:00:00,PURCHASE_ORDER,PO-000732,PO_CREATED,Purchase order PO-000732 created in ERP
EVT-0000733,2026-02-02 00:00:00,PURCHASE_ORDER,PO-000733,PO_CREATED,Purchase order PO-000733 created in ERP
EVT-0000734,2026-08-21 00:00:00,PURCHASE_ORDER,PO-000734,PO_CREATED,Purchase order PO-000734 created in ERP
EVT-0000735,2026-08-22 00:00:00,PURCHASE_ORDER,PO-000735,PO_CREATED,Purchase order PO-000735 created in ERP
EVT-0000736,2026-08-08 00:00:00,PURCHASE_ORDER,PO-000736,PO_CREATED,Purchase order PO-000736 created in ERP
EVT-0000737,2026-05-03 00:00:00,PURCHASE_ORDER,PO-000737,PO_CREATED,Purchase order PO-000737 created in ERP
EVT-0000738,2026-03-06 00:00:00,PURCHASE_ORDER,PO-000738,PO_CREATED,Purchase order PO-000738 created in ERP
EVT-0000739,2026-08-02 00:00:00,PURCHASE_ORDER,PO-000739,PO_CREATED,Purchase order PO-000739 created in ERP
EVT-0000740,2026-03-07 00:00:00,PURCHASE_ORDER,PO-000740,PO_CREATED,Purchase order PO-000740 created in ERP
EVT-0000741,2026-03-20 00:00:00,PURCHASE_ORDER,PO-000741,PO_CREATED,Purchase order PO-000741 created in ERP
EVT-0000742,2026-05-25 00:00:00,PURCHASE_ORDER,PO-000742,PO_CREATED,Purchase order PO-000742 created in ERP
EVT-0000743,2026-03-13 00:00:00,PURCHASE_ORDER,PO-000743,PO_CREATED,Purchase order PO-000743 created in ERP
EVT-0000744,2026-01-16 00:00:00,PURCHASE_ORDER,PO-000744,PO_CREATED,Purchase order PO-000744 created in ERP
EVT-0000745,2026-01-19 00:00:00,PURCHASE_ORDER,PO-000745,PO_CREATED,Purchase order PO-000745 created in ERP
EVT-0000746,2026-01-03 00:00:00,PURCHASE_ORDER,PO-000746,PO_CREATED,Purchase order PO-000746 created in ERP
EVT-0000747,2026-05-19 00:00:00,PURCHASE_ORDER,PO-000747,PO_CREATED,Purchase order PO-000747 created in ERP
EVT-0000748,2026-07-14 00:00:00,PURCHASE_ORDER,PO-000748,PO_CREATED,Purchase order PO-000748 created in ERP
EVT-0000749,2026-04-18 00:00:00,PURCHASE_ORDER,PO-000749,PO_CREATED,Purchase order PO-000749 created in ERP
EVT-0000750,2026-06-20 00:00:00,PURCHASE_ORDER,PO-000750,PO_CREATED,Purchase order PO-000750 created in ERP
EVT-0000751,2026-05-27 00:00:00,PURCHASE_ORDER,PO-000751,PO_CREATED,Purchase order PO-000751 created in ERP
EVT-0000752,2026-03-25 00:00:00,PURCHASE_ORDER,PO-000752,PO_CREATED,Purchase order PO-000752 created in ERP
EVT-0000753,2026-03-23 00:00:00,PURCHASE_ORDER,PO-000753,PO_CREATED,Purchase order PO-000753 created in ERP
EVT-0000754,2026-07-13 00:00:00,PURCHASE_ORDER,PO-000754,PO_CREATED,Purchase order PO-000754 created in ERP
EVT-0000755,2026-01-24 00:00:00,PURCHASE_ORDER,PO-000755,PO_CREATED,Purchase order PO-000755 created in ERP
EVT-0000756,2026-03-04 00:00:00,PURCHASE_ORDER,PO-000756,PO_CREATED,Purchase order PO-000756 created in ERP
EVT-0000757,2026-02-07 00:00:00,PURCHASE_ORDER,PO-000757,PO_CREATED,Purchase order PO-000757 created in ERP
EVT-0000758,2026-04-16 00:00:00,PURCHASE_ORDER,PO-000758,PO_CREATED,Purchase order PO-000758 created in ERP
EVT-0000759,2026-01-27 00:00:00,PURCHASE_ORDER,PO-000759,PO_CREATED,Purchase order PO-000759 created in ERP
EVT-0000760,2026-08-18 00:00:00,PURCHASE_ORDER,PO-000760,PO_CREATED,Purchase order PO-000760 created in ERP
EVT-0000761,2026-08-18 00:00:00,PURCHASE_ORDER,PO-000761,PO_CREATED,Purchase order PO-000761 created in ERP
EVT-0000762,2026-07-18 00:00:00,PURCHASE_ORDER,PO-000762,PO_CREATED,Purchase order PO-000762 created in ERP
EVT-0000763,2026-02-16 00:00:00,PURCHASE_ORDER,PO-000763,PO_CREATED,Purchase order PO-000763 created in ERP
EVT-0000764,2026-03-28 00:00:00,PURCHASE_ORDER,PO-000764,PO_CREATED,Purchase order PO-000764 created in ERP
EVT-0000765,2026-08-08 00:00:00,PURCHASE_ORDER,PO-000765,PO_CREATED,Purchase order PO-000765 created in ERP
EVT-0000766,2026-08-17 00:00:00,PURCHASE_ORDER,PO-000766,PO_CREATED,Purchase order PO-000766 created in ERP
EVT-0000767,2026-08-19 00:00:00,PURCHASE_ORDER,PO-000767,PO_CREATED,Purchase order PO-000767 created in ERP
EVT-0000768,2026-03-05 00:00:00,PURCHASE_ORDER,PO-000768,PO_CREATED,Purchase order PO-000768 created in ERP
EVT-0000769,2026-04-14 00:00:00,PURCHASE_ORDER,PO-000769,PO_CREATED,Purchase order PO-000769 created in ERP
EVT-0000770,2026-06-14 00:00:00,PURCHASE_ORDER,PO-000770,PO_CREATED,Purchase order PO-000770 created in ERP
EVT-0000771,2026-07-30 00:00:00,PURCHASE_ORDER,PO-000771,PO_CREATED,Purchase order PO-000771 created in ERP
EVT-0000772,2026-05-07 00:00:00,PURCHASE_ORDER,PO-000772,PO_CREATED,Purchase order PO-000772 created in ERP
EVT-0000773,2026-06-18 00:00:00,PURCHASE_ORDER,PO-000773,PO_CREATED,Purchase order PO-000773 created in ERP
EVT-0000774,2026-08-14 00:00:00,PURCHASE_ORDER,PO-000774,PO_CREATED,Purchase order PO-000774 created in ERP
EVT-0000775,2026-03-06 00:00:00,PURCHASE_ORDER,PO-000775,PO_CREATED,Purchase order PO-000775 created in ERP
EVT-0000776,2026-08-19 00:00:00,PURCHASE_ORDER,PO-000776,PO_CREATED,Purchase order PO-000776 created in ERP
EVT-0000777,2026-01-28 00:00:00,PURCHASE_ORDER,PO-000777,PO_CREATED,Purchase order PO-000777 created in ERP
EVT-0000778,2026-08-02 00:00:00,PURCHASE_ORDER,PO-000778,PO_CREATED,Purchase order PO-000778 created in ERP
EVT-0000779,2026-06-19 00:00:00,PURCHASE_ORDER,PO-000779,PO_CREATED,Purchase order PO-000779 created in ERP
EVT-0000780,2026-04-11 00:00:00,PURCHASE_ORDER,PO-000780,PO_CREATED,Purchase order PO-000780 created in ERP
EVT-0000781,2026-01-18 00:00:00,PURCHASE_ORDER,PO-000781,PO_CREATED,Purchase order PO-000781 created in ERP
EVT-0000782,2026-02-06 00:00:00,PURCHASE_ORDER,PO-000782,PO_CREATED,Purchase order PO-000782 created in ERP
EVT-0000783,2026-08-08 00:00:00,PURCHASE_ORDER,PO-000783,PO_CREATED,Purchase order PO-000783 created in ERP
EVT-0000784,2026-04-26 00:00:00,PURCHASE_ORDER,PO-000784,PO_CREATED,Purchase order PO-000784 created in ERP
EVT-0000785,2026-02-06 00:00:00,PURCHASE_ORDER,PO-000785,PO_CREATED,Purchase order PO-000785 created in ERP
EVT-0000786,2026-04-29 00:00:00,PURCHASE_ORDER,PO-000786,PO_CREATED,Purchase order PO-000786 created in ERP
EVT-0000787,2026-01-14 00:00:00,PURCHASE_ORDER,PO-000787,PO_CREATED,Purchase order PO-000787 created in ERP
EVT-0000788,2026-03-11 00:00:00,PURCHASE_ORDER,PO-000788,PO_CREATED,Purchase order PO-000788 created in ERP
EVT-0000789,2026-02-21 00:00:00,PURCHASE_ORDER,PO-000789,PO_CREATED,Purchase order PO-000789 created in ERP
EVT-0000790,2026-02-10 00:00:00,PURCHASE_ORDER,PO-000790,PO_CREATED,Purchase order PO-000790 created in ERP
EVT-0000791,2026-05-30 00:00:00,PURCHASE_ORDER,PO-000791,PO_CREATED,Purchase order PO-000791 created in ERP
EVT-0000792,2026-02-04 00:00:00,PURCHASE_ORDER,PO-000792,PO_CREATED,Purchase order PO-000792 created in ERP
EVT-0000793,2026-04-04 00:00:00,PURCHASE_ORDER,PO-000793,PO_CREATED,Purchase order PO-000793 created in ERP
EVT-0000794,2026-03-27 00:00:00,PURCHASE_ORDER,PO-000794,PO_CREATED,Purchase order PO-000794 created in ERP
EVT-0000795,2026-04-08 00:00:00,PURCHASE_ORDER,PO-000795,PO_CREATED,Purchase order PO-000795 created in ERP
EVT-0000796,2026-01-06 00:00:00,PURCHASE_ORDER,PO-000796,PO_CREATED,Purchase order PO-000796 created in ERP
EVT-0000797,2026-07-08 00:00:00,PURCHASE_ORDER,PO-000797,PO_CREATED,Purchase order PO-000797 created in ERP
EVT-0000798,2026-02-17 00:00:00,PURCHASE_ORDER,PO-000798,PO_CREATED,Purchase order PO-000798 created in ERP
EVT-0000799,2026-06-10 00:00:00,PURCHASE_ORDER,PO-000799,PO_CREATED,Purchase order PO-000799 created in ERP
EVT-0000800,2026-02-20 00:00:00,PURCHASE_ORDER,PO-000800,PO_CREATED,Purchase order PO-000800 created in ERP
EVT-0000801,2026-06-12 00:00:00,PURCHASE_ORDER,PO-000801,PO_CREATED,Purchase order PO-000801 created in ERP
EVT-0000802,2026-01-04 00:00:00,PURCHASE_ORDER,PO-000802,PO_CREATED,Purchase order PO-000802 created in ERP
EVT-0000803,2026-02-28 00:00:00,PURCHASE_ORDER,PO-000803,PO_CREATED,Purchase order PO-000803 created in ERP
EVT-0000804,2026-04-13 00:00:00,PURCHASE_ORDER,PO-000804,PO_CREATED,Purchase order PO-000804 created in ERP
EVT-0000805,2026-05-08 00:00:00,PURCHASE_ORDER,PO-000805,PO_CREATED,Purchase order PO-000805 created in ERP
EVT-0000806,2026-02-06 00:00:00,PURCHASE_ORDER,PO-000806,PO_CREATED,Purchase order PO-000806 created in ERP
EVT-0000807,2026-05-16 00:00:00,PURCHASE_ORDER,PO-000807,PO_CREATED,Purchase order PO-000807 created in ERP
EVT-0000808,2026-08-21 00:00:00,PURCHASE_ORDER,PO-000808,PO_CREATED,Purchase order PO-000808 created in ERP
EVT-0000809,2026-06-09 00:00:00,PURCHASE_ORDER,PO-000809,PO_CREATED,Purchase order PO-000809 created in ERP
EVT-0000810,2026-03-23 00:00:00,PURCHASE_ORDER,PO-000810,PO_CREATED,Purchase order PO-000810 created in ERP
EVT-0000811,2026-07-22 00:00:00,PURCHASE_ORDER,PO-000811,PO_CREATED,Purchase order PO-000811 created in ERP
EVT-0000812,2026-07-14 00:00:00,PURCHASE_ORDER,PO-000812,PO_CREATED,Purchase order PO-000812 created in ERP
EVT-0000813,2026-06-15 00:00:00,PURCHASE_ORDER,PO-000813,PO_CREATED,Purchase order PO-000813 created in ERP
EVT-0000814,2026-08-29 00:00:00,PURCHASE_ORDER,PO-000814,PO_CREATED,Purchase order PO-000814 created in ERP
EVT-0000815,2026-07-28 00:00:00,PURCHASE_ORDER,PO-000815,PO_CREATED,Purchase order PO-000815 created in ERP
EVT-0000816,2026-06-14 00:00:00,PURCHASE_ORDER,PO-000816,PO_CREATED,Purchase order PO-000816 created in ERP
EVT-0000817,2026-02-28 00:00:00,PURCHASE_ORDER,PO-000817,PO_CREATED,Purchase order PO-000817 created in ERP
EVT-0000818,2026-08-02 00:00:00,PURCHASE_ORDER,PO-000818,PO_CREATED,Purchase order PO-000818 created in ERP
EVT-0000819,2026-07-25 00:00:00,PURCHASE_ORDER,PO-000819,PO_CREATED,Purchase order PO-000819 created in ERP
EVT-0000820,2026-02-25 00:00:00,PURCHASE_ORDER,PO-000820,PO_CREATED,Purchase order PO-000820 created in ERP
EVT-0000821,2026-07-04 00:00:00,PURCHASE_ORDER,PO-000821,PO_CREATED,Purchase order PO-000821 created in ERP
EVT-0000822,2026-08-07 00:00:00,PURCHASE_ORDER,PO-000822,PO_CREATED,Purchase order PO-000822 created in ERP
EVT-0000823,2026-01-25 00:00:00,PURCHASE_ORDER,PO-000823,PO_CREATED,Purchase order PO-000823 created in ERP
EVT-0000824,2026-03-09 00:00:00,PURCHASE_ORDER,PO-000824,PO_CREATED,Purchase order PO-000824 created in ERP
EVT-0000825,2026-07-05 00:00:00,PURCHASE_ORDER,PO-000825,PO_CREATED,Purchase order PO-000825 created in ERP
EVT-0000826,2026-01-04 00:00:00,PURCHASE_ORDER,PO-000826,PO_CREATED,Purchase order PO-000826 created in ERP
EVT-0000827,2026-08-12 00:00:00,PURCHASE_ORDER,PO-000827,PO_CREATED,Purchase order PO-000827 created in ERP
EVT-0000828,2026-07-22 00:00:00,PURCHASE_ORDER,PO-000828,PO_CREATED,Purchase order PO-000828 created in ERP
