INVOICE_ID,PO_ID,SUPPLIER_ID,INVOICE_DATE,CURRENCY,TOTAL_AMOUNT,STATUS
INV-000918,PO-000918,SUP-0069,2026-02-27,EUR,102303.63,RECEIVED
INV-000919,PO-000919,SUP-0016,2026-07-15,EUR,88499.62,RECEIVED
INV-000920,PO-000920,SUP-0006,2026-07-09,GBP,41923.68,RECEIVED
INV-000921,PO-000921,SUP-0012,2026-08-28,USD,86563.38,RECEIVED
INV-000922,PO-000922,SUP-0038,2026-02-02,INR,99418.36,RECEIVED
INV-000923,PO-000923,SUP-0107,2026-05-15,EUR,57023.88,RECEIVED
INV-000924,PO-000924,SUP-0035,2026-08-31,EUR,68231.75,RECEIVED
INV-000925,PO-000925,SUP-0095,2026-06-04,GBP,72158.59,RECEIVED
INV-000926,PO-000926,SUP-0031,2026-05-18,GBP,128816.32,RECEIVED
INV-000927,PO-000927,SUP-0018,2026-01-28,USD,64444.25,RECEIVED
INV-000928,PO-000928,SUP-0011,2026-05-18,USD,25112.88,RECEIVED
INV-000929,PO-000929,SUP-0057,2026-01-19,GBP,118226.13,RECEIVED
INV-000930,PO-000930,SUP-0011,2026-07-06,GBP,100387.46,RECEIVED
INV-000931,PO-000931,SUP-0077,2026-01-19,EUR,99474.55,RECEIVED
INV-000932,PO-000932,SUP-0047,2026-08-26,INR,25950.23,RECEIVED
INV-000933,PO-000933,SUP-0027,2026-05-18,EUR,90514.33,RECEIVED
INV-000934,PO-000934,SUP-0034,2026-09-10,GBP,96744.72,RECEIVED
INV-000935,PO-000935,SUP-0083,2026-04-19,INR,44989.22,RECEIVED
INV-000936,PO-000936,SUP-0011,2026-09-08,USD,6596.44,RECEIVED
INV-000937,PO-000937,SUP-0038,2026-08-14,INR,136759.23,RECEIVED
INV-000938,PO-000938,SUP-0111,2026-06-16,GBP,86568.56,RECEIVED
INV-000939,PO-000939,SUP-0090,2026-08-25,USD,147353.84,RECEIVED
INV-000940,PO-000940,SUP-0118,2026-03-20,USD,145474.92,RECEIVED
INV-000941,PO-000941,SUP-0013,2026-05-25,INR,70234.28,RECEIVED
INV-000942,PO-000942,SUP-0081,2026-06-04,INR,32908.95,RECEIVED
INV-000943,PO-000943,SUP-0115,2026-01-19,EUR,136770.88,RECEIVED
INV-000944,PO-000944,SUP-0071,2026-08-06,INR,89780.9,RECEIVED
INV-000945,PO-000945,SUP-0118,2026-08-30,USD,93348.19,RECEIVED
INV-000946,PO-000946,SUP-0108,2026-06-29,USD,21324.4,RECEIVED
INV-000947,PO-000947,SUP-0036,2026-04-05,GBP,63031.21,RECEIVED
INV-000948,PO-000948,SUP-0056,2026-05-23,GBP,104206.11,RECEIVED
INV-000949,PO-000949,SUP-0114,2026-08-02,EUR,130749.66,RECEIVED
INV-000950,PO-000950,SUP-0081,2026-05-01,USD,114576.27,RECEIVED
INV-000951,PO-000951,SUP-0102,2026-08-10,GBP,29513.34,RECEIVED
INV-000952,PO-000952,SUP-0086,2026-04-30,GBP,103820.61,RECEIVED
INV-000953,PO-000953,SUP-0103,2026-03-19,GBP,86326.08,RECEIVED
INV-000954,PO-000954,SUP-0032,2026-04-16,USD,85018.31,RECEIVED
INV-000955,PO-000955,SUP-0023,2026-02-14,EUR,28150.71,RECEIVED
INV-000956,PO-000956,SUP-0115,2026-06-30,EUR,66577.41,RECEIVED
INV-000957,PO-000957,SUP-0053,2026-03-08,EUR,135386.15,RECEIVED
INV-000958,PO-000958,SUP-0053,2026-08-28,EUR,124467.6,RECEIVED
INV-000959,PO-000959,SUP-0110,2026-09-04,USD,143903.77,RECEIVED
INV-000960,PO-000960,SUP-0107,2026-05-17,EUR,30707.77,RECEIVED
INV-000961,PO-000961,SUP-0081,2026-08-14,INR,110790.69,RECEIVED
INV-000962,PO-000962,SUP-0021,2026-07-13,GBP,141468.17,RECEIVED
INV-000963,PO-000963,SUP-0087,2026-02-02,INR,145559.4,RECEIVED
INV-000964,PO-000964,SUP-0014,2026-06-21,INR,139111.44,RECEIVED
INV-000965,PO-000965,SUP-0021,2026-05-08,GBP,17336.69,RECEIVED
INV-000966,PO-000966,SUP-0028,2026-02-10,INR,133764.38,RECEIVED
INV-000967,PO-000967,SUP-0007,2026-05-15,GBP,31131.1,RECEIVED
INV-000968,PO-000968,SUP-0116,2026-08-13,EUR,118745.06,RECEIVED
INV-000969,PO-000969,SUP-0034,2026-03-09,GBP,86091.71,RECEIVED
INV-000970,PO-000970,SUP-0070,2026-04-24,INR,102271.42,RECEIVED
INV-000971,PO-000971,SUP-0012,2026-07-19,USD,131080.88,RECEIVED
INV-000972,PO-000972,SUP-0052,2026-07-21,EUR,11392.9,RECEIVED
INV-000973,PO-000973,SUP-0059,2026-06-12,GBP,88799.59,RECEIVED
INV-000974,PO-000974,SUP-0089,2026-07-19,INR,126343.7,RECEIVED
INV-000975,PO-000975,SUP-0012,2026-09-22,INR,27266.82,RECEIVED
INV-000976,PO-000976,SUP-0110,2026-05-22,USD,74835.3,RECEIVED
INV-000977,PO-000977,SUP-0083,2026-07-12,INR,93967.42,RECEIVED
INV-000978,PO-000978,SUP-0022,2026-09-12,GBP,81494.63,RECEIVED
INV-000979,PO-000979,SUP-0082,2026-07-14,GBP,80139.11,RECEIVED
INV-000980,PO-000980,SUP-0074,2026-05-01,EUR,141936.68,RECEIVED
INV-000981,PO-000981,SUP-0083,2026-06-09,INR,39795.98,RECEIVED
INV-000982,PO-000982,SUP-0119,2026-09-24,INR,72441.99,RECEIVED
INV-000983,PO-000983,SUP-0108,2026-03-03,USD,59482.35,RECEIVED
INV-000984,PO-000984,SUP-0013,2026-08-16,INR,64224.39,RECEIVED
INV-000985,PO-000985,SUP-0037,2026-01-24,EUR,116561.89,RECEIVED
INV-000986,PO-000986,SUP-0120,2026-06-22,INR,121460.13,RECEIVED
INV-000987,PO-000987,SUP-0094,2026-04-27,USD,119592.07,RECEIVED
INV-000988,PO-000988,SUP-0048,2026-06-17,USD,97277.34,RECEIVED
INV-000989,PO-000989,SUP-0009,2026-02-04,EUR,48934.5,RECEIVED
INV-000990,PO-000990,SUP-0088,2026-04-10,EUR,45837.73,RECEIVED
INV-000991,PO-000991,SUP-0118,2026-03-22,USD,31768.05,RECEIVED
INV-000992,PO-000992,SUP-0081,2026-07-06,USD,14344.31,RECEIVED
INV-000993,PO-000993,SUP-0021,2026-07-28,GBP,83135.53,RECEIVED
INV-000994,PO-000994,SUP-0091,2026-07-04,USD,68676.11,RECEIVED
INV-000995,PO-000995,SUP-0012,2026-04-26,USD,134997.89,RECEIVED
INV-000996,PO-000996,SUP-0016,2026-03-02,EUR,9966.63,RECEIVED
INV-000997,PO-000997,SUP-0020,2026-07-22,EUR,62085.07,RECEIVED
INV-000998,PO-000998,SUP-0031,2026-03-25,GBP,134557.63,RECEIVED
INV-000999,PO-000999,SUP-0032,2026-06-15,USD,50227.31,RECEIVED
INV-001000,PO-001000,SUP-0117,2026-08-07,INR,17320.71,RECEIVED
INV-001001,PO-001001,SUP-0034,2026-07-07,GBP,121719.51,RECEIVED
INV-001002,PO-001002,SUP-0105,2026-02-23,GBP,69302.11,RECEIVED
INV-001003,PO-001003,SUP-0026,2026-04-16,GBP,98236.33,RECEIVED
INV-001004,PO-001004,SUP-0064,2026-06-17,EUR,145128.48,RECEIVED
INV-001005,PO-001005,SUP-0052,2026-02-08,EUR,126073.26,RECEIVED
INV-001006,PO-001006,SUP-0085,2026-09-25,GBP,79608.7,RECEIVED
INV-001007,PO-001007,SUP-0069,2026-07-11,EUR,27236.23,RECEIVED
INV-001008,PO-001008,SUP-0037,2026-08-19,EUR,83978.8,RECEIVED
INV-001009,PO-001009,SUP-0017,2026-08-19,INR,123574.11,RECEIVED
INV-001010,PO-001010,SUP-0016,2026-04-06,USD,29018.09,RECEIVED
INV-001011,PO-001011,SUP-0016,2026-06-24,EUR,24712.1,RECEIVED
INV-001012,PO-001012,SUP-0044,2026-03-21,USD,142960.71,RECEIVED
INV-001013,PO-001013,SUP-0016,2026-07-05,USD,54796.42,RECEIVED
INV-001014,PO-001014,SUP-0018,2026-05-09,USD,65410.64,RECEIVED
INV-001015,PO-001015,SUP-0005,2026-02-05,USD,121011.46,RECEIVED
INV-001016,PO-001016,SUP-0070,2026-06-08,INR,15065.54,RECEIVED
INV-001017,PO-001017,SUP-0043,2026-02-03,USD,122043.07,RECEIVED
INV-001018,PO-001018,SUP-0045,2026-05-25,EUR,64173.3,RECEIVED
INV-001019,PO-001019,SUP-0108,2026-08-28,USD,59346.8,RECEIVED
INV-001020,PO-001020,SUP-0090,2026-01-25,USD,5296.65,RECEIVED
INV-001021,PO-001021,SUP-0070,2026-08-19,INR,107377.96,RECEIVED
INV-001022,PO-001022,SUP-0006,2026-06-11,GBP,91522.96,RECEIVED
INV-001023,PO-001023,SUP-0078,2026-02-23,EUR,61927.64,RECEIVED
INV-001024,PO-001024,SUP-0063,2026-06-13,INR,40293.03,RECEIVED
INV-001025,PO-001025,SUP-0079,2026-08-14,INR,2691.74,RECEIVED
INV-001026,PO-001026,SUP-0012,2026-01-19,USD,126233.6,RECEIVED
INV-001027,PO-001027,SUP-0038,2026-08-04,INR,123142.11,RECEIVED
INV-001028,PO-001028,SUP-0070,2026-05-21,INR,71408.99,RECEIVED
INV-001029,PO-001029,SUP-0039,2026-02-01,GBP,114809.13,RECEIVED
INV-001030,PO-001030,SUP-0060,2026-07-01,GBP,141518.89,RECEIVED
INV-001031,PO-001031,SUP-0092,2026-03-16,INR,135755.87,RECEIVED
INV-001032,PO-001032,SUP-0024,2026-07-12,GBP,7252.55,RECEIVED
INV-001033,PO-001033,SUP-0002,2026-06-20,USD,51033.68,RECEIVED
INV-001034,PO-001034,SUP-0102,2026-04-14,GBP,80426.0,RECEIVED
INV-001035,PO-001035,SUP-0078,2026-04-26,EUR,3797.2,RECEIVED
INV-001036,PO-001036,SUP-0115,2026-04-15,EUR,99346.58,RECEIVED
INV-001037,PO-001037,SUP-0006,2026-04-02,GBP,83665.92,RECEIVED
INV-001038,PO-001038,SUP-0054,2026-09-07,GBP,9945.35,RECEIVED
INV-001039,PO-001039,SUP-0074,2026-05-23,EUR,81385.75,RECEIVED
INV-001040,PO-001040,SUP-0090,2026-07-29,USD,92972.49,RECEIVED
INV-001041,PO-001041,SUP-0018,2026-02-17,USD,126800.36,RECEIVED
INV-001042,PO-001042,SUP-0032,2026-07-10,EUR,97318.97,RECEIVED
INV-001043,PO-001043,SUP-0075,2026-03-14,GBP,7520.27,RECEIVED
INV-001044,PO-001044,SUP-0044,2026-06-18,USD,67867.88,RECEIVED
INV-001045,PO-001045,SUP-0099,2026-04-03,USD,105239.46,RECEIVED
INV-001046,PO-001046,SUP-0030,2026-02-02,GBP,104371.49,RECEIVED
INV-001047,PO-001047,SUP-0040,2026-02-11,USD,114689.43,RECEIVED
INV-001048,PO-001048,SUP-0051,2026-07-13,GBP,74432.87,RECEIVED
INV-001049,PO-001049,SUP-0092,2026-08-04,INR,39836.77,RECEIVED
INV-001050,PO-001050,SUP-0105,2026-05-10,GBP,147518.46,RECEIVED
INV-001051,PO-001051,SUP-0007,2026-07-12,GBP,141713.63,RECEIVED
INV-001052,PO-001052,SUP-0037,2026-07-02,INR,141042.7,RECEIVED
INV-001053,PO-001053,SUP-0078,2026-03-24,EUR,124091.88,RECEIVED
INV-001054,PO-001054,SUP-0002,2026-08-17,USD,138164.47,RECEIVED
INV-001055,PO-001055,SUP-0066,2026-08-18,GBP,64035.21,RECEIVED
INV-001056,PO-001056,SUP-0028,2026-07-09,INR,117749.59,RECEIVED
INV-001057,PO-001057,SUP-0016,2026-06-22,USD,68745.75,RECEIVED
INV-001058,PO-001058,SUP-0108,2026-02-27,USD,41499.01,RECEIVED
INV-001059,PO-001059,SUP-0017,2026-08-18,INR,83733.69,RECEIVED
INV-001060,PO-001060,SUP-0022,2026-02-11,GBP,7194.92,RECEIVED
INV-001061,PO-001061,SUP-0009,2026-05-09,EUR,65378.59,RECEIVED
INV-001062,PO-001062,SUP-0071,2026-08-24,INR,44673.02,RECEIVED
INV-001063,PO-001063,SUP-0025,2026-04-13,EUR,61595.87,RECEIVED
INV-001064,PO-001064,SUP-0059,2026-09-18,INR,27765.72,RECEIVED
INV-001065,PO-001065,SUP-0116,2026-08-31,EUR,55959.78,RECEIVED
INV-001066,PO-001066,SUP-0042,2026-05-03,USD,92310.72,RECEIVED
INV-001067,PO-001067,SUP-0059,2026-06-15,GBP,35494.94,RECEIVED
INV-001068,PO-001068,SUP-0048,2026-02-23,USD,54771.69,RECEIVED
INV-001069,PO-001069,SUP-0010,2026-04-26,INR,50674.35,RECEIVED
INV-001070,PO-001070,SUP-0086,2026-05-19,GBP,44871.28,RECEIVED
INV-001071,PO-001071,SUP-0092,2026-09-18,INR,21096.73,RECEIVED
INV-001072,PO-001072,SUP-0093,2026-03-19,GBP,137479.05,RECEIVED
INV-001073,PO-001073,SUP-0107,2026-07-07,EUR,86391.13,RECEIVED
INV-001074,PO-001074,SUP-0053,2026-01-30,EUR,69174.04,RECEIVED
INV-001075,PO-001075,SUP-0012,2026-05-28,USD,97966.47,RECEIVED
INV-001076,PO-001076,SUP-0001,2026-02-11,EUR,9308.16,RECEIVED
INV-001077,PO-001077,SUP-0079,2026-08-14,INR,69841.37,RECEIVED
INV-001078,PO-001078,SUP-0096,2026-03-31,EUR,142077.14,RECEIVED
INV-001079,PO-001079,SUP-0060,2026-08-19,GBP,64813.1,RECEIVED
INV-001080,PO-001080,SUP-0113,2026-06-14,INR,106850.79,RECEIVED
INV-001081,PO-001081,SUP-0077,2026-03-23,EUR,143504.21,RECEIVED
INV-001082,PO-001082,SUP-0009,2026-09-12,EUR,44867.1,RECEIVED
INV-001083,PO-001083,SUP-0065,2026-06-04,GBP,45894.14,RECEIVED
INV-001084,PO-001084,SUP-0051,2026-05-20,GBP,93171.26,RECEIVED
INV-001085,PO-001085,SUP-0024,2026-06-26,USD,5585.14,RECEIVED
INV-001086,PO-001086,SUP-0077,2026-02-27,EUR,49615.83,RECEIVED
INV-001087,PO-001087,SUP-0024,2026-09-13,GBP,47405.18,RECEIVED
INV-001088,PO-001088,SUP-0011,2026-02-12,USD,50920.46,RECEIVED
INV-001089,PO-001089,SUP-0109,2026-05-05,EUR,89446.59,RECEIVED
INV-001090,PO-001090,SUP-0016,2026-03-18,USD,52557.37,RECEIVED
INV-001091,PO-001091,SUP-0117,2026-03-22,INR,148577.6,RECEIVED
INV-001092,PO-001092,SUP-0050,2026-02-12,USD,9369.07,RECEIVED
INV-001093,PO-001093,SUP-0117,2026-02-19,INR,82236.93,RECEIVED
INV-001094,PO-001094,SUP-0059,2026-07-27,INR,127285.9,RECEIVED
INV-001095,PO-001095,SUP-0037,2026-05-12,EUR,80817.22,RECEIVED
INV-001096,PO-001096,SUP-0029,2026-03-29,USD,49988.98,RECEIVED
INV-001097,PO-001097,SUP-0108,2026-05-01,USD,37020.65,RECEIVED
INV-001098,PO-001098,SUP-0119,2026-04-27,INR,113258.45,RECEIVED
INV-001099,PO-001099,SUP-0103,2026-09-16,GBP,104285.12,RECEIVED
INV-001100,PO-001100,SUP-0029,2026-03-01,USD,28762.25,RECEIVED
INV-001101,PO-001101,SUP-0101,2026-06-17,EUR,86141.18,RECEIVED
INV-001102,PO-001102,SUP-0014,2026-06-04,INR,65761.31,RECEIVED
INV-001103,PO-001103,SUP-0062,2026-02-14,GBP,82349.59,RECEIVED
INV-001104,PO-001104,SUP-0066,2026-03-18,GBP,108496.18,RECEIVED
INV-001105,PO-001105,SUP-0018,2026-02-05,USD,38168.32,RECEIVED
INV-001106,PO-001106,SUP-0095,2026-02-18,GBP,5899.29,RECEIVED
INV-001107,PO-001107,SUP-0092,2026-05-19,INR,54196.7,RECEIVED
INV-001108,PO-001108,SUP-0065,2026-04-23,GBP,50652.04,RECEIVED
INV-001109,PO-001109,SUP-0084,2026-06-10,EUR,13904.0,RECEIVED
INV-001110,PO-001110,SUP-0103,2026-10-02,GBP,18218.06,RECEIVED
INV-001111,PO-001111,SUP-0114,2026-09-01,EUR,62943.77,RECEIVED
INV-001112,PO-001112,SUP-0057,2026-05-03,GBP,146964.64,RECEIVED
INV-001113,PO-001113,SUP-0017,2026-04-19,INR,20636.1,RECEIVED
INV-001114,PO-001114,SUP-0086,2026-09-17,GBP,124397.92,RECEIVED
INV-001115,PO-001115,SUP-0093,2026-08-29,GBP,123188.76,RECEIVED
INV-001116,PO-001116,SUP-0104,2026-02-15,GBP,12263.49,RECEIVED
INV-001117,PO-001117,SUP-0031,2026-04-25,GBP,84865.49,RECEIVED
INV-001118,PO-001118,SUP-0105,2026-03-01,GBP,114182.46,RECEIVED
INV-001119,PO-001119,SUP-0016,2026-03-09,EUR,58028.49,RECEIVED
INV-001120,PO-001120,SUP-0032,2026-09-08,USD,62610.69,RECEIVED
INV-001121,PO-001121,SUP-0083,2026-06-01,INR,141051.93,RECEIVED
INV-001122,PO-001122,SUP-0021,2026-04-23,GBP,122439.0,RECEIVED
INV-001123,PO-001123,SUP-0112,2026-07-21,EUR,79591.0,RECEIVED
INV-001124,PO-001124,SUP-0053,2026-03-01,EUR,70470.57,RECEIVED
INV-001125,PO-001125,SUP-0062,2026-07-28,GBP,19639.52,RECEIVED
INV-001126,PO-001126,SUP-0099,2026-07-23,USD,60000.4,RECEIVED
INV-001127,PO-001127,SUP-0101,2026-04-25,EUR,19609.17,RECEIVED
INV-001128,PO-001128,SUP-0110,2026-07-13,USD,104177.16,RECEIVED
INV-001129,PO-001129,SUP-0066,2026-04-20,GBP,91266.58,RECEIVED
INV-001130,PO-001130,SUP-0046,2026-08-31,USD,144430.5,RECEIVED
INV-001131,PO-001131,SUP-0100,2026-06-03,EUR,30445.47,RECEIVED
INV-001132,PO-001132,SUP-0072,2026-07-17,EUR,122445.18,RECEIVED
INV-001133,PO-001133,SUP-0116,2026-04-06,EUR,125050.86,RECEIVED
INV-001134,PO-001134,SUP-0001,2026-07-13,EUR,47630.67,RECEIVED
INV-001135,PO-001135,SUP-0029,2026-02-20,USD,60493.25,RECEIVED
INV-001136,PO-001136,SUP-0033,2026-07-31,USD,26554.84,RECEIVED
INV-001137,PO-001137,SUP-0076,2026-07-05,USD,48495.56,RECEIVED
INV-001138,PO-001138,SUP-0013,2026-07-18,INR,99414.04,RECEIVED
INV-001139,PO-001139,SUP-0067,2026-03-27,GBP,11591.91,RECEIVED
INV-001140,PO-001140,SUP-0031,2026-09-20,GBP,94829.3,RECEIVED
INV-001141,PO-001141,SUP-0082,2026-02-28,GBP,35359.64,RECEIVED
INV-001142,PO-001142,SUP-0108,2026-08-14,USD,52691.26,RECEIVED
INV-001143,PO-001143,SUP-0086,2026-06-08,GBP,60436.6,RECEIVED
INV-001144,PO-001144,SUP-0076,2026-03-25,USD,84974.42,RECEIVED
INV-001145,PO-001145,SUP-0045,2026-03-15,EUR,79587.92,RECEIVED
INV-001146,PO-001146,SUP-0097,2026-09-02,GBP,135218.42,RECEIVED
INV-001147,PO-001147,SUP-0032,2026-08-21,USD,106000.24,RECEIVED
INV-001148,PO-001148,SUP-0076,2026-06-11,USD,63309.17,RECEIVED
INV-001149,PO-001149,SUP-0008,2026-02-04,EUR,129132.98,RECEIVED
INV-001150,PO-001150,SUP-0056,2026-04-20,GBP,139370.61,RECEIVED
INV-001151,PO-001151,SUP-0043,2026-09-07,USD,53757.74,RECEIVED
INV-001152,PO-001152,SUP-0009,2026-07-22,EUR,54394.18,RECEIVED
INV-001153,PO-001153,SUP-0048,2026-08-29,USD,31103.18,RECEIVED
INV-001154,PO-001154,SUP-0034,2026-02-27,GBP,98575.48,RECEIVED
INV-001155,PO-001155,SUP-0049,2026-02-17,INR,132975.09,RECEIVED
INV-001156,PO-001156,SUP-0036,2026-05-12,GBP,51081.9,RECEIVED
INV-001157,PO-001157,SUP-0028,2026-08-17,INR,1989.14,RECEIVED
INV-001158,PO-001158,SUP-0120,2026-05-05,USD,128457.47,RECEIVED
INV-001159,PO-001159,SUP-0004,2026-03-22,GBP,107652.46,RECEIVED
INV-001160,PO-001160,SUP-0104,2026-02-06,GBP,68405.72,RECEIVED
INV-001161,PO-001161,SUP-0060,2026-09-04,GBP,137642.97,RECEIVED
INV-001162,PO-001162,SUP-0101,2026-07-16,EUR,22676.52,RECEIVED
INV-001163,PO-001163,SUP-0103,2026-04-30,GBP,52301.34,RECEIVED
INV-001164,PO-001164,SUP-0007,2026-06-20,GBP,68954.5,RECEIVED
INV-001165,PO-001165,SUP-0007,2026-05-31,GBP,128331.13,RECEIVED
INV-001166,PO-001166,SUP-0023,2026-09-16,EUR,74088.38,RECEIVED
INV-001167,PO-001167,SUP-0087,2026-07-22,INR,121730.88,RECEIVED
INV-001168,PO-001168,SUP-0040,2026-06-04,USD,90083.44,RECEIVED
INV-001169,PO-001169,SUP-0111,2026-07-12,GBP,102625.93,RECEIVED
INV-001170,PO-001170,SUP-0054,2026-04-13,INR,28155.49,RECEIVED
INV-001171,PO-001171,SUP-0020,2026-02-28,EUR,11164.71,RECEIVED
INV-001172,PO-001172,SUP-0060,2026-07-06,GBP,61586.53,RECEIVED
INV-001173,PO-001173,SUP-0044,2026-02-28,USD,31112.03,RECEIVED
INV-001174,PO-001174,SUP-0023,2026-02-08,EUR,142488.64,RECEIVED
INV-001175,PO-001175,SUP-0092,2026-06-17,INR,23471.23,RECEIVED
INV-001176,PO-001176,SUP-0073,2026-05-27,GBP,95923.0,RECEIVED
INV-001177,PO-001177,SUP-0077,2026-07-26,EUR,19830.53,RECEIVED
INV-001178,PO-001178,SUP-0089,2026-01-31,INR,43006.15,RECEIVED
INV-001179,PO-001179,SUP-0020,2026-06-20,EUR,91606.85,RECEIVED
INV-001180,PO-001180,SUP-0015,2026-02-14,EUR,33291.35,RECEIVED
INV-001181,PO-001181,SUP-0042,2026-03-29,USD,37018.63,RECEIVED
INV-001182,PO-001182,SUP-0085,2026-07-22,GBP,91913.97,RECEIVED
INV-001183,PO-001183,SUP-0114,2026-02-24,EUR,59948.58,RECEIVED
INV-001184,PO-001184,SUP-0116,2026-07-12,EUR,91511.68,RECEIVED
INV-001185,PO-001185,SUP-0052,2026-05-12,EUR,58153.59,RECEIVED
INV-001186,PO-001186,SUP-0046,2026-06-16,USD,128057.71,RECEIVED
INV-001187,PO-001187,SUP-0074,2026-02-21,EUR,48889.08,RECEIVED
INV-001188,PO-001188,SUP-0003,2026-03-22,EUR,94296.54,RECEIVED
INV-001189,PO-001189,SUP-0036,2026-06-15,INR,29434.42,RECEIVED
INV-001190,PO-001190,SUP-0069,2026-03-12,EUR,43857.36,RECEIVED
INV-001191,PO-001191,SUP-0059,2026-04-18,GBP,60332.11,RECEIVED
INV-001192,PO-001192,SUP-0046,2026-08-01,USD,33605.21,RECEIVED
INV-001193,PO-001193,SUP-0071,2026-07-11,INR,89453.16,RECEIVED
INV-001194,PO-001194,SUP-0093,2026-07-23,GBP,101984.36,RECEIVED
INV-001195,PO-001195,SUP-0056,2026-06-28,GBP,8242.05,RECEIVED
INV-001196,PO-001196,SUP-0054,2026-01-24,INR,17393.29,RECEIVED
INV-001197,PO-001197,SUP-0105,2026-02-17,GBP,45482.08,RECEIVED
INV-001198,PO-001198,SUP-0120,2026-07-16,INR,99156.02,RECEIVED
INV-001199,PO-001199,SUP-0039,2026-07-21,GBP,117927.37,RECEIVED
INV-001200,PO-001200,SUP-0107,2026-03-02,EUR,43476.74,RECEIVED
INV-001201,PO-001201,SUP-0012,2026-09-28,EUR,107711.11,RECEIVED
INV-001202,PO-001202,SUP-0094,2026-07-01,USD,52302.5,RECEIVED
INV-001203,PO-001203,SUP-0065,2026-05-14,GBP,55552.39,RECEIVED
INV-001204,PO-001204,SUP-0046,2026-04-08,USD,66034.88,RECEIVED
INV-001205,PO-001205,SUP-0090,2026-03-09,USD,39363.64,RECEIVED
INV-001206,PO-001206,SUP-0004,2026-03-07,GBP,19159.36,RECEIVED
INV-001207,PO-001207,SUP-0002,2026-08-14,USD,83450.37,RECEIVED
INV-001208,PO-001208,SUP-0013,2026-05-05,INR,64015.94,RECEIVED
INV-001209,PO-001209,SUP-0104,2026-06-22,GBP,139855.29,RECEIVED
INV-001210,PO-001210,SUP-0034,2026-01-18,GBP,109044.35,RECEIVED
INV-001211,PO-001211,SUP-0044,2026-03-17,USD,86827.2,RECEIVED
INV-001212,PO-001212,SUP-0080,2026-06-12,INR,55921.47,RECEIVED
INV-001213,PO-001213,SUP-0060,2026-08-13,GBP,21080.02,RECEIVED
INV-001214,PO-001214,SUP-0024,2026-07-18,USD,4937.89,RECEIVED
INV-001215,PO-001215,SUP-0085,2026-06-09,GBP,94726.12,RECEIVED
INV-001216,PO-001216,SUP-0041,2026-06-23,USD,129285.74,RECEIVED
INV-001217,PO-001217,SUP-0099,2026-03-19,USD,19417.21,RECEIVED
INV-001218,PO-001218,SUP-0011,2026-03-16,GBP,143799.63,RECEIVED
INV-001219,PO-001219,SUP-0113,2026-04-19,INR,32220.52,RECEIVED
INV-001220,PO-001220,SUP-0118,2026-02-15,USD,32946.43,RECEIVED
INV-001221,PO-001221,SUP-0012,2026-09-05,INR,58182.18,RECEIVED
INV-001222,PO-001222,SUP-0032,2026-07-04,EUR,92209.93,RECEIVED
INV-001223,PO-001223,SUP-0044,2026-03-25,USD,26974.83,RECEIVED
INV-001224,PO-001224,SUP-0005,2026-06-24,USD,84252.37,RECEIVED
INV-001225,PO-001225,SUP-0120,2026-08-31,INR,15816.06,RECEIVED
INV-001226,PO-001226,SUP-0034,2026-06-30,GBP,26468.21,RECEIVED
INV-001227,PO-001227,SUP-0114,2026-02-05,EUR,96449.62,RECEIVED
INV-001228,PO-001228,SUP-0026,2026-03-02,GBP,88801.82,RECEIVED
INV-001229,PO-001229,SUP-0080,2026-04-29,INR,29353.71,RECEIVED
INV-001230,PO-001230,SUP-0034,2026-01-18,GBP,138612.54,RECEIVED
INV-001231,PO-001231,SUP-0098,2026-02-20,USD,3442.2,RECEIVED
INV-001232,PO-001232,SUP-0019,2026-05-24,EUR,142841.64,RECEIVED
INV-001233,PO-001233,SUP-0013,2026-05-23,INR,124351.36,RECEIVED
INV-001234,PO-001234,SUP-0013,2026-02-28,INR,8013.95,RECEIVED
INV-001235,PO-001235,SUP-0043,2026-05-10,USD,134042.75,RECEIVED
INV-001236,PO-001236,SUP-0061,2026-02-11,EUR,9459.91,RECEIVED
INV-001237,PO-001237,SUP-0097,2026-06-30,GBP,67994.91,RECEIVED
INV-001238,PO-001238,SUP-0006,2026-09-11,GBP,11797.79,RECEIVED
INV-001239,PO-001239,SUP-0053,2026-03-01,EUR,123845.36,RECEIVED
INV-001240,PO-001240,SUP-0019,2026-06-30,EUR,41103.78,RECEIVED
INV-001241,PO-001241,SUP-0035,2026-08-25,EUR,103960.25,RECEIVED
INV-001242,PO-001242,SUP-0074,2026-03-31,EUR,143284.85,RECEIVED
INV-001243,PO-001243,SUP-0055,2026-03-01,USD,32477.14,RECEIVED
INV-001244,PO-001244,SUP-0004,2026-05-01,GBP,123219.22,RECEIVED
INV-001245,PO-001245,SUP-0109,2026-01-27,EUR,65858.89,RECEIVED
INV-001246,PO-001246,SUP-0107,2026-08-07,EUR,49242.29,RECEIVED
INV-001247,PO-001247,SUP-0024,2026-07-15,USD,128424.6,RECEIVED
INV-001248,PO-001248,SUP-0111,2026-04-05,GBP,135448.03,RECEIVED
INV-001249,PO-001249,SUP-0059,2026-06-04,GBP,17128.87,RECEIVED
INV-001250,PO-001250,SUP-0052,2026-01-14,EUR,87156.94,RECEIVED
INV-001251,PO-001251,SUP-0110,2026-05-30,USD,149996.25,RECEIVED
INV-001252,PO-001252,SUP-0016,2026-08-05,USD,125337.38,RECEIVED
