PO_ID,SUPPLIER_ID,CONTRACT_ID,PO_DATE,CURRENCY,TOTAL_AMOUNT,STATUS
PO-001145,SUP-0045,CON-0045,2026-02-11,EUR,79587.92,OPEN
PO-001146,SUP-0097,CON-0097,2026-08-12,GBP,135218.42,OPEN
PO-001147,SUP-0032,CON-0032,2026-08-02,USD,106000.24,OPEN
PO-001148,SUP-0076,CON-0076,2026-05-09,USD,63309.17,OPEN
PO-001149,SUP-0008,CON-0008,2026-01-30,EUR,129132.98,OPEN
PO-001150,SUP-0056,CON-0056,2026-04-08,GBP,139370.61,OPEN
PO-001151,SUP-0043,CON-0130,2026-08-10,USD,53757.74,OPEN
PO-001152,SUP-0009,CON-0009,2026-06-30,EUR,54394.18,OPEN
PO-001153,SUP-0048,CON-0048,2026-08-15,USD,31103.18,OPEN
PO-001154,SUP-0034,CON-0034,2026-02-23,GBP,98575.48,OPEN
PO-001155,SUP-0049,CON-0049,2026-02-09,INR,132975.09,OPEN
PO-001156,SUP-0036,CON-0148,2026-04-11,GBP,51081.9,OPEN
PO-001157,SUP-0028,CON-0028,2026-08-13,INR,1989.14,OPEN
PO-001158,SUP-0120,CON-0120,2026-04-23,USD,128457.47,OPEN
PO-001159,SUP-0004,CON-0004,2026-03-11,GBP,107652.46,OPEN
PO-001160,SUP-0104,CON-0104,2026-01-24,GBP,68405.72,OPEN
PO-001161,SUP-0060,CON-0060,2026-08-01,GBP,137642.97,OPEN
PO-001162,SUP-0101,CON-0101,2026-06-11,EUR,22676.52,OPEN
PO-001163,SUP-0103,CON-0103,2026-04-09,GBP,59433.34,OPEN
PO-001164,SUP-0007,CON-0007,2026-05-16,GBP,68954.5,OPEN
PO-001165,SUP-0007,CON-0007,2026-04-27,GBP,128331.13,OPEN
PO-001166,SUP-0023,CON-0023,2026-08-20,EUR,74088.38,OPEN
PO-001167,SUP-0087,CON-0087,2026-06-25,INR,121730.88,OPEN
PO-001168,SUP-0040,CON-0141,2026-05-11,USD,90083.44,OPEN
PO-001169,SUP-0111,CON-0111,2026-06-07,GBP,102625.93,OPEN
PO-001170,SUP-0054,CON-0054,2026-03-10,INR,28155.49,OPEN
PO-001171,SUP-0020,CON-0020,2026-01-30,EUR,11164.71,OPEN
PO-001172,SUP-0060,CON-0060,2026-06-15,GBP,61586.53,OPEN
PO-001173,SUP-0044,CON-0044,2026-02-19,USD,31112.03,OPEN
PO-001174,SUP-0023,CON-0023,2026-01-25,EUR,142488.64,OPEN
PO-001175,SUP-0092,CON-0092,2026-05-18,INR,23471.23,OPEN
PO-001176,SUP-0073,CON-0073,2026-04-24,GBP,95923.0,OPEN
PO-001177,SUP-0077,CON-0077,2026-07-05,EUR,19830.53,OPEN
PO-001178,SUP-0089,CON-0089,2026-01-12,INR,43006.15,OPEN
PO-001179,SUP-0020,CON-0020,2026-05-31,EUR,91606.85,OPEN
PO-001180,SUP-0015,CON-0015,2026-01-15,EUR,33291.35,OPEN
PO-001181,SUP-0042,CON-0042,2026-03-11,USD,37018.63,OPEN
PO-001182,SUP-0085,CON-0135,2026-07-16,GBP,91913.97,OPEN
PO-001183,SUP-0114,CON-0114,2026-02-15,EUR,59948.58,OPEN
PO-001184,SUP-0116,CON-0116,2026-07-03,EUR,91511.68,OPEN
PO-001185,SUP-0052,CON-0052,2026-05-07,EUR,58153.59,OPEN
PO-001186,SUP-0046,CON-0046,2026-05-29,USD,128057.71,OPEN
PO-001187,SUP-0074,CON-0074,2026-02-05,EUR,48889.08,OPEN
PO-001188,SUP-0003,CON-0003,2026-03-10,EUR,94296.54,OPEN
PO-001189,SUP-0036,CON-0036,2026-05-11,INR,29434.42,OPEN
PO-001190,SUP-0069,CON-0069,2026-03-09,EUR,43857.36,OPEN
PO-001191,SUP-0059,CON-0059,2026-04-12,GBP,60332.11,OPEN
PO-001192,SUP-0046,CON-0046,2026-07-17,USD,33605.21,OPEN
PO-001193,SUP-0071,CON-0071,2026-06-08,INR,89453.16,OPEN
PO-001194,SUP-0093,CON-0093,2026-07-14,GBP,101984.36,OPEN
PO-001195,SUP-0056,CON-0056,2026-05-26,GBP,8242.05,OPEN
PO-001196,SUP-0054,CON-0054,2026-01-08,INR,17393.29,OPEN
PO-001197,SUP-0105,CON-0105,2026-02-12,GBP,45482.08,OPEN
PO-001198,SUP-0120,CON-0149,2026-06-15,INR,99156.02,OPEN
PO-001199,SUP-0039,CON-0039,2026-06-25,GBP,117927.37,OPEN
PO-001200,SUP-0107,CON-0107,2026-02-05,EUR,43476.74,OPEN
PO-001201,SUP-0012,CON-0012,2026-08-26,EUR,107711.11,OPEN
PO-001202,SUP-0094,CON-0094,2026-06-08,USD,52302.5,OPEN
PO-001203,SUP-0065,CON-0122,2026-05-06,GBP,55552.39,OPEN
PO-001204,SUP-0046,CON-0046,2026-03-18,USD,66034.88,OPEN
PO-001205,SUP-0090,CON-0090,2026-02-21,USD,39363.64,OPEN
PO-001206,SUP-0004,CON-0004,2026-02-19,GBP,19159.36,OPEN
PO-001207,SUP-0002,CON-0002,2026-07-31,USD,83450.37,OPEN
PO-001208,SUP-0013,CON-0013,2026-04-02,INR,64015.94,OPEN
PO-001209,SUP-0104,CON-0104,2026-05-31,GBP,139855.29,OPEN
PO-001210,SUP-0034,CON-0034,2026-01-14,GBP,91633.91,OPEN
PO-001211,SUP-0044,CON-0044,2026-02-28,USD,86827.2,OPEN
PO-001212,SUP-0080,CON-0080,2026-05-30,INR,55921.47,OPEN
PO-001213,SUP-0060,CON-0060,2026-07-29,GBP,21080.02,OPEN
PO-001214,SUP-0024,CON-0024,2026-06-13,USD,4937.89,OPEN
PO-001215,SUP-0085,CON-0135,2026-05-27,GBP,94726.12,OPEN
PO-001216,SUP-0041,CON-0041,2026-05-24,USD,129285.74,OPEN
PO-001217,SUP-0099,CON-0099,2026-02-19,USD,19417.21,OPEN
PO-001218,SUP-0011,CON-0011,2026-03-05,GBP,143799.63,OPEN
PO-001219,SUP-0113,CON-0113,2026-03-18,INR,32220.52,OPEN
PO-001220,SUP-0118,CON-0118,2026-01-21,USD,32946.43,OPEN
PO-001221,SUP-0012,CON-0129,2026-08-09,INR,58182.18,OPEN
PO-001222,SUP-0032,CON-0146,2026-06-23,EUR,92209.93,OPEN
PO-001223,SUP-0044,CON-0044,2026-03-17,USD,26974.83,OPEN
PO-001224,SUP-0005,CON-0005,2026-06-21,USD,84252.37,OPEN
PO-001225,SUP-0120,CON-0149,2026-08-12,INR,15816.06,OPEN
PO-001226,SUP-0034,CON-0034,2026-05-26,GBP,26468.21,OPEN
PO-001227,SUP-0114,CON-0114,2026-01-06,EUR,96449.62,OPEN
PO-001228,SUP-0026,CON-0026,2026-02-23,GBP,88801.82,OPEN
PO-001229,SUP-0080,CON-0080,2026-03-31,INR,29353.71,OPEN
PO-001230,SUP-0034,CON-0034,2026-01-11,GBP,138612.54,OPEN
PO-001231,SUP-0098,CON-0098,2026-01-17,USD,3442.2,OPEN
PO-001232,SUP-0019,CON-0019,2026-05-20,EUR,142841.64,OPEN
PO-001233,SUP-0013,CON-0013,2026-05-17,INR,124351.36,OPEN
PO-001234,SUP-0013,CON-0013,2026-02-25,INR,8013.95,OPEN
PO-001235,SUP-0043,CON-0043,2026-04-11,USD,134042.75,OPEN
PO-001236,SUP-0061,CON-0061,2026-01-08,EUR,9459.91,OPEN
PO-001237,SUP-0097,CON-0097,2026-06-17,GBP,67994.91,OPEN
PO-001238,SUP-0006,CON-0006,2026-08-15,GBP,11797.79,OPEN
PO-001239,SUP-0053,CON-0053,2026-02-07,EUR,123845.36,OPEN
PO-001240,SUP-0019,CON-0019,2026-05-30,EUR,41103.78,OPEN
PO-001241,SUP-0035,CON-0138,2026-07-31,EUR,103960.25,OPEN
PO-001242,SUP-0074,CON-0074,2026-03-23,EUR,143284.85,OPEN
PO-001243,SUP-0055,CON-0055,2026-02-02,USD,32477.14,OPEN
PO-001244,SUP-0004,CON-0004,2026-04-23,GBP,123219.22,OPEN
PO-001245,SUP-0109,CON-0109,2026-01-22,EUR,65858.89,OPEN
PO-001246,SUP-0107,CON-0107,2026-07-21,EUR,49242.29,OPEN
PO-001247,SUP-0024,CON-0024,2026-07-02,USD,128424.6,OPEN
PO-001248,SUP-0111,CON-0111,2026-04-02,GBP,135448.03,OPEN
PO-001249,SUP-0059,CON-0059,2026-06-01,GBP,17128.87,OPEN
PO-001250,SUP-0052,CON-0052,2026-01-06,EUR,87156.94,OPEN
PO-001251,SUP-0110,CON-0110,2026-05-03,USD,149996.25,OPEN
PO-001252,SUP-0016,CON-0016,2026-07-05,USD,125337.38,OPEN
PO-001253,SUP-0072,CON-0072,2026-06-27,EUR,39241.12,OPEN
PO-001254,SUP-0027,CON-0027,2026-07-15,EUR,36256.44,OPEN
PO-001255,SUP-0113,CON-0113,2026-07-27,INR,21322.23,OPEN
PO-001256,SUP-0005,CON-0005,2026-05-09,USD,133142.76,OPEN
PO-001257,SUP-0038,CON-0038,2026-02-10,INR,93153.36,OPEN
PO-001258,SUP-0060,CON-0060,2026-02-26,GBP,8779.52,OPEN
PO-001259,SUP-0017,CON-0017,2026-06-17,INR,135715.19,OPEN
PO-001260,SUP-0105,CON-0105,2026-03-21,GBP,57584.43,OPEN
PO-001261,SUP-0047,CON-0047,2026-07-04,INR,111656.49,OPEN
PO-001262,SUP-0096,CON-0096,2026-07-31,EUR,69097.67,OPEN
PO-001263,SUP-0107,CON-0107,2026-06-19,EUR,24366.73,OPEN
PO-001264,SUP-0039,CON-0039,2026-02-02,GBP,35676.38,OPEN
PO-001265,SUP-0044,CON-0044,2026-08-04,USD,38290.28,OPEN
PO-001266,SUP-0099,CON-0099,2026-01-26,USD,100751.8,OPEN
PO-001267,SUP-0029,CON-0029,2026-06-23,USD,88220.52,OPEN
PO-001268,SUP-0045,CON-0045,2026-07-29,EUR,15563.1,OPEN
PO-001269,SUP-0032,CON-0032,2026-01-31,USD,106380.84,OPEN
PO-001270,SUP-0014,CON-0014,2026-05-21,INR,124296.76,OPEN
PO-001271,SUP-0039,CON-0039,2026-07-28,GBP,17958.08,OPEN
PO-001272,SUP-0118,CON-0118,2026-06-10,USD,18511.81,OPEN
PO-001273,SUP-0092,CON-0092,2026-04-30,INR,17236.69,OPEN
PO-001274,SUP-0015,CON-0015,2026-08-02,EUR,23616.99,OPEN
PO-001275,SUP-0047,CON-0047,2026-04-30,INR,130136.17,OPEN
PO-001276,SUP-0025,CON-0025,2026-02-24,USD,131512.67,OPEN
PO-001277,SUP-0034,CON-0034,2026-06-20,GBP,71087.89,OPEN
PO-001278,SUP-0001,CON-0001,2026-08-26,EUR,1942.1,OPEN
PO-001279,SUP-0004,CON-0004,2026-03-19,GBP,136974.77,OPEN
PO-001280,SUP-0013,CON-0013,2026-08-22,INR,11154.6,OPEN
PO-001281,SUP-0105,CON-0105,2026-08-14,GBP,114277.58,OPEN
PO-001282,SUP-0104,CON-0104,2026-02-04,GBP,35514.43,OPEN
PO-001283,SUP-0098,CON-0098,2026-07-17,USD,42387.45,OPEN
PO-001284,SUP-0062,CON-0062,2026-02-25,GBP,15106.54,OPEN
PO-001285,SUP-0073,CON-0073,2026-03-27,GBP,39304.24,OPEN
PO-001286,SUP-0111,CON-0111,2026-03-28,GBP,31632.75,OPEN
PO-001287,SUP-0023,CON-0023,2026-06-27,EUR,50524.03,OPEN
PO-001288,SUP-0054,CON-0054,2026-08-20,INR,49442.1,OPEN
PO-001289,SUP-0076,CON-0076,2026-03-03,USD,124760.45,OPEN
PO-001290,SUP-0023,CON-0023,2026-05-04,EUR,15941.47,OPEN
PO-001291,SUP-0071,CON-0071,2026-01-09,INR,56532.14,OPEN
PO-001292,SUP-0008,CON-0008,2026-05-20,EUR,4278.36,OPEN
PO-001293,SUP-0118,CON-0118,2026-04-07,USD,86847.03,OPEN
PO-001294,SUP-0090,CON-0090,2026-07-08,USD,90904.34,OPEN
PO-001295,SUP-0058,CON-0058,2026-06-15,GBP,50003.59,OPEN
PO-001296,SUP-0047,CON-0047,2026-08-05,INR,130720.08,OPEN
PO-001297,SUP-0077,CON-0077,2026-02-12,EUR,28332.53,OPEN
PO-001298,SUP-0023,CON-0023,2026-02-12,EUR,37079.44,OPEN
PO-001299,SUP-0015,CON-0015,2026-03-28,EUR,42910.15,OPEN
PO-001300,SUP-0051,CON-0051,2026-06-01,GBP,64299.83,OPEN
PO-001301,SUP-0097,CON-0097,2026-01-24,GBP,24673.0,OPEN
PO-001302,SUP-0036,CON-0036,2026-01-17,INR,136008.96,OPEN
PO-001303,SUP-0024,CON-0128,2026-04-25,GBP,11864.02,OPEN
PO-001304,SUP-0017,CON-0017,2026-08-07,INR,142643.2,OPEN
PO-001305,SUP-0021,CON-0021,2026-03-22,GBP,131246.71,OPEN
PO-001306,SUP-0089,CON-0089,2026-08-09,INR,50113.8,OPEN
PO-001307,SUP-0082,CON-0082,2026-03-08,GBP,70187.6,OPEN
PO-001308,SUP-0039,CON-0039,2026-05-07,GBP,6696.38,OPEN
PO-001309,SUP-0114,CON-0114,2026-06-12,EUR,75766.7,OPEN
PO-001310,SUP-0095,CON-0124,2026-04-12,INR,72597.13,OPEN
PO-001311,SUP-0069,CON-0069,2026-04-01,EUR,109535.75,OPEN
PO-001312,SUP-0012,CON-0125,2026-07-22,USD,24797.52,OPEN
PO-001313,SUP-0078,CON-0078,2026-04-11,EUR,25951.02,OPEN
PO-001314,SUP-0118,CON-0118,2026-07-31,USD,125951.95,OPEN
PO-001315,SUP-0069,CON-0069,2026-02-04,EUR,24468.15,OPEN
PO-001316,SUP-0054,CON-0054,2026-08-27,INR,79567.05,OPEN
PO-001317,SUP-0042,CON-0042,2026-04-29,USD,26432.89,OPEN
PO-001318,SUP-0050,CON-0050,2026-03-12,USD,135039.26,OPEN
PO-001319,SUP-0085,CON-0132,2026-05-14,GBP,54620.83,OPEN
PO-001320,SUP-0024,CON-0024,2026-07-29,USD,41977.76,OPEN
PO-001321,SUP-0071,CON-0071,2026-01-06,INR,149701.81,OPEN
PO-001322,SUP-0099,CON-0099,2026-01-20,USD,115403.07,OPEN
PO-001323,SUP-0073,CON-0073,2026-02-12,GBP,54160.84,OPEN
PO-001324,SUP-0009,CON-0009,2026-01-01,EUR,89545.21,OPEN
PO-001325,SUP-0107,CON-0107,2026-05-29,EUR,117261.37,OPEN
PO-001326,SUP-0109,CON-0109,2026-07-08,EUR,14532.55,OPEN
PO-001327,SUP-0071,CON-0071,2026-04-05,INR,99038.67,OPEN
PO-001328,SUP-0084,CON-0084,2026-01-06,EUR,43863.36,OPEN
PO-001329,SUP-0062,CON-0062,2026-06-20,GBP,32043.06,OPEN
PO-001330,SUP-0098,CON-0098,2026-06-23,USD,89870.31,OPEN
PO-001331,SUP-0074,CON-0074,2026-02-05,EUR,124351.16,OPEN
PO-001332,SUP-0088,CON-0088,2026-01-08,EUR,61366.68,OPEN
PO-001333,SUP-0075,CON-0075,2026-07-16,GBP,125628.2,OPEN
PO-001334,SUP-0059,CON-0059,2026-05-17,GBP,63721.85,OPEN
PO-001335,SUP-0089,CON-0089,2026-01-29,INR,42700.41,OPEN
PO-001336,SUP-0096,CON-0096,2026-06-18,EUR,118059.28,OPEN
PO-001337,SUP-0050,CON-0050,2026-06-14,USD,41026.36,OPEN
PO-001338,SUP-0113,CON-0113,2026-08-19,INR,127563.25,OPEN
PO-001339,SUP-0015,CON-0015,2026-01-14,EUR,140568.9,OPEN
PO-001340,SUP-0023,CON-0023,2026-08-02,EUR,45222.53,OPEN
PO-001341,SUP-0065,CON-0122,2026-05-25,GBP,27985.68,OPEN
PO-001342,SUP-0002,CON-0002,2026-05-16,USD,20453.6,OPEN
PO-001343,SUP-0028,CON-0028,2026-07-25,INR,89431.89,OPEN
PO-001344,SUP-0003,CON-0003,2026-08-29,EUR,138942.02,OPEN
PO-001345,SUP-0109,CON-0109,2026-01-11,EUR,53113.62,OPEN
PO-001346,SUP-0036,CON-0148,2026-04-16,GBP,23264.39,OPEN
PO-001347,SUP-0017,CON-0017,2026-05-29,INR,46906.59,OPEN
PO-001348,SUP-0073,CON-0073,2026-01-03,GBP,57882.83,OPEN
PO-001349,SUP-0049,CON-0049,2026-05-31,INR,137264.57,OPEN
PO-001350,SUP-0048,CON-0048,2026-01-04,USD,45515.63,OPEN
PO-001351,SUP-0017,CON-0017,2026-01-03,INR,4884.98,OPEN
PO-001352,SUP-0039,CON-0039,2026-01-05,GBP,31016.72,OPEN
PO-001353,SUP-0043,CON-0131,2026-07-01,GBP,97520.2,OPEN
PO-001354,SUP-0080,CON-0080,2026-05-24,INR,135908.74,OPEN
PO-001355,SUP-0032,CON-0032,2026-04-25,USD,92545.21,OPEN
PO-001356,SUP-0020,CON-0020,2026-08-06,EUR,127070.47,OPEN
PO-001357,SUP-0062,CON-0062,2026-08-06,GBP,61003.28,OPEN
PO-001358,SUP-0010,CON-0010,2026-03-31,INR,9785.43,OPEN
PO-001359,SUP-0107,CON-0107,2026-06-01,EUR,30142.26,OPEN
PO-001360,SUP-0037,CON-0037,2026-07-19,EUR,41004.57,OPEN
PO-001361,SUP-0009,CON-0009,2026-06-27,EUR,125622.63,OPEN
PO-001362,SUP-0011,CON-0123,2026-04-01,USD,57837.24,OPEN
PO-001363,SUP-0001,CON-0001,2026-03-30,EUR,81919.05,OPEN
PO-001364,SUP-0051,CON-0051,2026-03-05,GBP,90540.46,OPEN
PO-001365,SUP-0020,CON-0020,2026-01-21,EUR,120738.65,OPEN
PO-001366,SUP-0088,CON-0088,2026-06-10,EUR,145829.23,OPEN
PO-001367,SUP-0120,CON-0120,2026-06-04,USD,147825.32,OPEN
PO-001368,SUP-0012,CON-0129,2026-08-10,INR,33742.5,OPEN
PO-001369,SUP-0044,CON-0044,2026-03-29,USD,24869.9,OPEN
PO-001370,SUP-0019,CON-0019,2026-03-22,EUR,34270.6,OPEN
PO-001371,SUP-0038,CON-0038,2026-07-05,INR,104884.48,OPEN
PO-001372,SUP-0044,CON-0044,2026-05-28,USD,41208.75,OPEN
PO-001373,SUP-0105,CON-0105,2026-01-02,GBP,32804.23,OPEN
PO-001374,SUP-0080,CON-0080,2026-01-03,INR,129007.38,OPEN
PO-001375,SUP-0019,CON-0019,2026-02-04,EUR,3984.17,OPEN
PO-001376,SUP-0080,CON-0080,2026-01-12,INR,20390.67,OPEN
PO-001377,SUP-0066,CON-0066,2026-02-01,GBP,83836.97,OPEN
PO-001378,SUP-0049,CON-0049,2026-03-02,INR,145441.37,OPEN
PO-001379,SUP-0004,CON-0140,2026-01-03,EUR,44801.74,OPEN
PO-001380,SUP-0055,CON-0055,2026-07-27,USD,14536.47,OPEN
PO-001381,SUP-0017,CON-0017,2026-03-07,INR,45682.21,OPEN
PO-001382,SUP-0028,CON-0028,2026-06-24,INR,121841.75,OPEN
PO-001383,SUP-0098,CON-0098,2026-04-22,USD,144681.36,OPEN
PO-001384,SUP-0007,CON-0007,2026-03-04,GBP,149076.14,OPEN
PO-001385,SUP-0028,CON-0028,2026-02-23,INR,85045.6,OPEN
PO-001386,SUP-0061,CON-0061,2026-06-09,EUR,139991.28,OPEN
PO-001387,SUP-0033,CON-0033,2026-01-17,USD,63780.34,OPEN
PO-001388,SUP-0068,CON-0068,2026-08-16,INR,91412.13,OPEN
PO-001389,SUP-0016,CON-0016,2026-01-01,USD,107634.84,OPEN
PO-001390,SUP-0054,CON-0054,2026-04-12,INR,60570.46,OPEN
PO-001391,SUP-0082,CON-0082,2026-07-22,GBP,106354.89,OPEN
PO-001392,SUP-0059,CON-0133,2026-02-05,INR,56001.92,OPEN
PO-001393,SUP-0067,CON-0067,2026-05-31,USD,104997.93,OPEN
PO-001394,SUP-0090,CON-0090,2026-02-06,USD,123620.14,OPEN
PO-001395,SUP-0104,CON-0104,2026-06-19,GBP,130120.08,OPEN
PO-001396,SUP-0018,CON-0018,2026-07-29,USD,88940.97,OPEN
PO-001397,SUP-0109,CON-0109,2026-01-18,EUR,58495.96,OPEN
PO-001398,SUP-0073,CON-0073,2026-02-19,GBP,132597.31,OPEN
PO-001399,SUP-0103,CON-0103,2026-01-13,GBP,125991.9,OPEN
PO-001400,SUP-0116,CON-0116,2026-07-07,EUR,67717.98,OPEN
PO-001401,SUP-0050,CON-0050,2026-03-28,USD,78392.42,OPEN
PO-001402,SUP-0020,CON-0020,2026-08-17,EUR,38874.83,OPEN
PO-001403,SUP-0106,CON-0106,2026-08-11,USD,6763.54,OPEN
PO-001404,SUP-0029,CON-0029,2026-06-05,USD,116640.43,OPEN
PO-001405,SUP-0099,CON-0099,2026-06-13,USD,10398.93,OPEN
PO-001406,SUP-0097,CON-0097,2026-07-12,GBP,103849.59,OPEN
PO-001407,SUP-0074,CON-0126,2026-06-23,EUR,3316.36,OPEN
PO-001408,SUP-0033,CON-0033,2026-02-07,USD,97775.7,OPEN
PO-001409,SUP-0109,CON-0109,2026-02-09,EUR,6609.92,OPEN
PO-001410,SUP-0067,CON-0067,2026-08-03,USD,91152.89,OPEN
PO-001411,SUP-0054,CON-0145,2026-03-16,GBP,139249.72,OPEN
PO-001412,SUP-0024,CON-0024,2026-06-18,USD,145007.66,OPEN
PO-001413,SUP-0076,CON-0076,2026-08-27,USD,63351.07,OPEN
PO-001414,SUP-0020,CON-0020,2026-02-28,EUR,70993.19,OPEN
PO-001415,SUP-0081,CON-0137,2026-01-15,USD,100829.27,OPEN
PO-001416,SUP-0060,CON-0060,2026-04-01,GBP,87686.24,OPEN
PO-001417,SUP-0003,CON-0003,2026-04-13,EUR,12351.4,OPEN
PO-001418,SUP-0105,CON-0105,2026-06-16,GBP,124214.22,OPEN
PO-001419,SUP-0085,CON-0132,2026-06-19,GBP,45916.33,OPEN
PO-001420,SUP-0042,CON-0134,2026-05-11,GBP,92320.42,OPEN
PO-001421,SUP-0013,CON-0013,2026-03-26,INR,51369.41,OPEN
PO-001422,SUP-0040,CON-0141,2026-05-11,USD,80840.54,OPEN
PO-001423,SUP-0084,CON-0084,2026-07-12,EUR,23281.47,OPEN
PO-001424,SUP-0113,CON-0113,2026-06-08,INR,67238.1,OPEN
PO-001425,SUP-0074,CON-0126,2026-01-07,EUR,137289.43,OPEN
PO-001426,SUP-0077,CON-0077,2026-06-19,EUR,66157.75,OPEN
PO-001427,SUP-0009,CON-0009,2026-06-10,EUR,110960.49,OPEN
PO-001428,SUP-0035,CON-0035,2026-04-19,GBP,10014.48,OPEN
PO-001429,SUP-0108,CON-0108,2026-06-20,USD,72187.15,OPEN
PO-001430,SUP-0026,CON-0026,2026-07-27,GBP,23158.62,OPEN
PO-001431,SUP-0115,CON-0115,2026-04-17,EUR,56878.18,OPEN
PO-001432,SUP-0010,CON-0010,2026-02-05,INR,149608.59,OPEN
PO-001433,SUP-0070,CON-0070,2026-01-19,INR,134996.83,OPEN
PO-001434,SUP-0004,CON-0004,2026-02-24,GBP,37174.33,OPEN
PO-001435,SUP-0113,CON-0113,2026-02-05,INR,130348.78,OPEN
PO-001436,SUP-0049,CON-0049,2026-01-18,INR,85357.94,OPEN
PO-001437,SUP-0001,CON-0001,2026-07-10,EUR,120336.45,OPEN
PO-001438,SUP-0113,CON-0113,2026-05-04,INR,21531.94,OPEN
PO-001439,SUP-0033,CON-0033,2026-03-12,USD,57006.6,OPEN
PO-001440,SUP-0076,CON-0076,2026-02-24,USD,9997.39,OPEN
PO-001441,SUP-0007,CON-0007,2026-01-26,GBP,108601.46,OPEN
PO-001442,SUP-0056,CON-0056,2026-05-17,GBP,62176.64,OPEN
PO-001443,SUP-0006,CON-0006,2026-06-11,GBP,78913.57,OPEN
PO-001444,SUP-0048,CON-0048,2026-02-15,USD,106155.95,OPEN
PO-001445,SUP-0007,CON-0007,2026-05-09,GBP,65044.71,OPEN
PO-001446,SUP-0041,CON-0041,2026-03-07,USD,48303.9,OPEN
PO-001447,SUP-0109,CON-0109,2026-02-02,EUR,20784.68,OPEN
PO-001448,SUP-0097,CON-0097,2026-08-06,GBP,11791.08,OPEN
PO-001449,SUP-0102,CON-0102,2026-02-10,GBP,36866.92,OPEN
PO-001450,SUP-0034,CON-0034,2026-04-20,GBP,29402.34,OPEN
PO-001451,SUP-0082,CON-0082,2026-06-10,GBP,135784.15,OPEN
PO-001452,SUP-0073,CON-0073,2026-03-10,GBP,73444.83,OPEN
PO-001453,SUP-0061,CON-0061,2026-02-26,EUR,37757.43,OPEN
PO-001454,SUP-0075,CON-0075,2026-02-02,GBP,114402.45,OPEN
PO-001455,SUP-0061,CON-0061,2026-02-10,EUR,96322.57,OPEN
PO-001456,SUP-0065,CON-0122,2026-03-05,GBP,100479.0,OPEN
PO-001457,SUP-0084,CON-0084,2026-06-27,EUR,69554.74,OPEN
PO-001458,SUP-0100,CON-0100,2026-01-25,EUR,41443.52,OPEN
PO-001459,SUP-0108,CON-0108,2026-07-11,USD,86933.82,OPEN
PO-001460,SUP-0086,CON-0086,2026-02-16,GBP,96483.65,OPEN
PO-001461,SUP-0015,CON-0015,2026-01-27,EUR,143411.92,OPEN
PO-001462,SUP-0025,CON-0025,2026-03-01,USD,41190.22,OPEN
PO-001463,SUP-0006,CON-0006,2026-01-23,GBP,109391.37,OPEN
PO-001464,SUP-0072,CON-0072,2026-08-07,EUR,62840.57,OPEN
PO-001465,SUP-0041,CON-0041,2026-01-20,USD,64107.33,OPEN
PO-001466,SUP-0008,CON-0008,2026-03-24,EUR,118187.06,OPEN
PO-001467,SUP-0075,CON-0075,2026-08-26,GBP,127215.58,OPEN
PO-001468,SUP-0017,CON-0017,2026-08-06,INR,94984.14,OPEN
PO-001469,SUP-0111,CON-0111,2026-02-18,GBP,90976.85,OPEN
PO-001470,SUP-0085,CON-0132,2026-02-01,GBP,117477.38,OPEN
PO-001471,SUP-0028,CON-0028,2026-01-14,INR,61939.21,OPEN
PO-001472,SUP-0097,CON-0097,2026-07-09,GBP,47127.24,OPEN
PO-001473,SUP-0120,CON-0149,2026-04-30,INR,87770.55,OPEN
PO-001474,SUP-0085,CON-0132,2026-02-23,GBP,55160.24,OPEN
PO-001475,SUP-0034,CON-0034,2026-08-12,GBP,1695.25,OPEN
PO-001476,SUP-0001,CON-0001,2026-05-11,EUR,97418.16,OPEN
PO-001477,SUP-0077,CON-0077,2026-06-22,EUR,41155.53,OPEN
PO-001478,SUP-0020,CON-0020,2026-01-04,EUR,80639.48,OPEN
PO-001479,SUP-0078,CON-0078,2026-02-28,EUR,56267.34,OPEN
PO-001480,SUP-0041,CON-0041,2026-08-26,USD,22270.03,OPEN
PO-001481,SUP-0063,CON-0063,2026-06-03,INR,113996.05,OPEN
PO-001482,SUP-0014,CON-0014,2026-08-21,INR,130074.93,OPEN
PO-001483,SUP-0053,CON-0053,2026-03-15,EUR,110048.2,OPEN
PO-001484,SUP-0119,CON-0119,2026-01-06,INR,58136.12,OPEN
PO-001485,SUP-0042,CON-0134,2026-08-23,GBP,74201.52,OPEN
PO-001486,SUP-0103,CON-0103,2026-01-04,GBP,56900.7,OPEN
PO-001487,SUP-0009,CON-0009,2026-05-31,EUR,134888.29,OPEN
PO-001488,SUP-0021,CON-0021,2026-03-17,GBP,40768.31,OPEN
PO-001489,SUP-0091,CON-0091,2026-03-20,USD,17036.34,OPEN
PO-001490,SUP-0073,CON-0073,2026-01-04,GBP,24741.65,OPEN
PO-001491,SUP-0042,CON-0042,2026-05-15,USD,58337.79,OPEN
PO-001492,SUP-0107,CON-0107,2026-01-07,EUR,45654.3,OPEN
PO-001493,SUP-0108,CON-0108,2026-05-31,USD,23955.27,OPEN
PO-001494,SUP-0028,CON-0028,2026-06-08,INR,34241.09,OPEN
PO-001495,SUP-0024,CON-0128,2026-04-21,GBP,15367.78,OPEN
PO-001496,SUP-0001,CON-0001,2026-05-29,EUR,149626.38,OPEN
