ORDER_ID,PO_ID,CUSTOMER_ID,ORDER_DATE,ORDER_AMOUNT,STATUS
ORD-000793-2,PO-000793,CUST-01256,2026-04-04,63881.15,OPEN
ORD-000793-3,PO-000793,CUST-00166,2026-04-10,42587.43,OPEN
ORD-000794-1,PO-000794,CUST-01240,2026-04-05,82915.48,OPEN
ORD-000795-1,PO-000795,CUST-02100,2026-04-13,19521.79,OPEN
ORD-000795-2,PO-000795,CUST-01419,2026-04-13,29282.69,OPEN
ORD-000795-3,PO-000795,CUST-02003,2026-04-16,29282.69,OPEN
ORD-000795-4,PO-000795,CUST-00348,2026-04-09,14641.34,OPEN
ORD-000796-1,PO-000796,CUST-01530,2026-01-07,60853.94,OPEN
ORD-000796-2,PO-000796,CUST-00358,2026-01-15,60853.94,OPEN
ORD-000797-1,PO-000797,CUST-01356,2026-07-17,30286.11,OPEN
ORD-000797-2,PO-000797,CUST-00231,2026-07-17,121144.44,OPEN
ORD-000798-1,PO-000798,CUST-00862,2026-02-23,7104.86,OPEN
ORD-000799-1,PO-000799,CUST-01922,2026-06-17,39817.68,OPEN
ORD-000799-2,PO-000799,CUST-00758,2026-06-10,19908.84,OPEN
ORD-000800-1,PO-000800,CUST-00767,2026-02-21,19928.81,OPEN
ORD-000801-1,PO-000801,CUST-00894,2026-06-20,41829.35,OPEN
ORD-000801-2,PO-000801,CUST-02174,2026-06-17,62744.02,OPEN
ORD-000801-3,PO-000801,CUST-00265,2026-06-16,62744.02,OPEN
ORD-000801-4,PO-000801,CUST-00248,2026-06-19,41829.35,OPEN
ORD-000802-1,PO-000802,CUST-02481,2026-01-13,48862.19,OPEN
ORD-000802-2,PO-000802,CUST-01307,2026-01-13,48862.19,OPEN
ORD-000802-3,PO-000802,CUST-02047,2026-01-11,48862.19,OPEN
ORD-000803-1,PO-000803,CUST-01891,2026-03-06,22072.69,OPEN
ORD-000803-2,PO-000803,CUST-01853,2026-03-07,22072.69,OPEN
ORD-000803-3,PO-000803,CUST-00101,2026-03-06,22072.69,OPEN
ORD-000804-1,PO-000804,CUST-00889,2026-04-15,27586.83,OPEN
ORD-000804-2,PO-000804,CUST-00614,2026-04-19,13793.41,OPEN
ORD-000805-1,PO-000805,CUST-01993,2026-05-11,29569.33,OPEN
ORD-000805-2,PO-000805,CUST-00655,2026-05-14,14784.67,OPEN
ORD-000805-3,PO-000805,CUST-00275,2026-05-13,59138.67,OPEN
ORD-000806-1,PO-000806,CUST-00054,2026-02-12,8913.82,OPEN
ORD-000806-2,PO-000806,CUST-01758,2026-02-11,11885.1,OPEN
ORD-000807-1,PO-000807,CUST-00259,2026-05-21,10660.91,OPEN
ORD-000807-2,PO-000807,CUST-01009,2026-05-21,10660.91,OPEN
ORD-000808-1,PO-000808,CUST-02365,2026-08-25,43615.04,OPEN
ORD-000808-2,PO-000808,CUST-02345,2026-08-23,43615.04,OPEN
ORD-000808-3,PO-000808,CUST-01021,2026-08-30,65422.57,OPEN
ORD-000808-4,PO-000808,CUST-01284,2026-08-28,130845.13,OPEN
ORD-000809-1,PO-000809,CUST-00275,2026-06-18,16195.8,OPEN
ORD-000809-2,PO-000809,CUST-00587,2026-06-12,16195.8,OPEN
ORD-000809-3,PO-000809,CUST-00915,2026-06-16,24293.71,OPEN
ORD-000809-4,PO-000809,CUST-01977,2026-06-14,16195.8,OPEN
ORD-000810-1,PO-000810,CUST-02448,2026-04-02,36481.15,OPEN
ORD-000810-2,PO-000810,CUST-00799,2026-03-27,72962.31,OPEN
ORD-000811-1,PO-000811,CUST-00591,2026-07-26,28356.67,OPEN
ORD-000811-2,PO-000811,CUST-00323,2026-07-22,14178.33,OPEN
ORD-000811-3,PO-000811,CUST-01565,2026-07-24,14178.33,OPEN
ORD-000812-1,PO-000812,CUST-02485,2026-07-18,23728.01,OPEN
ORD-000812-2,PO-000812,CUST-01323,2026-07-16,23728.01,OPEN
ORD-000812-3,PO-000812,CUST-02264,2026-07-14,15818.67,OPEN
ORD-000812-4,PO-000812,CUST-01537,2026-07-16,15818.67,OPEN
ORD-000813-1,PO-000813,CUST-01159,2026-06-24,48920.69,OPEN
ORD-000813-2,PO-000813,CUST-02096,2026-06-24,48920.69,OPEN
ORD-000813-3,PO-000813,CUST-00279,2026-06-22,48920.69,OPEN
ORD-000814-1,PO-000814,CUST-00333,2026-09-03,35740.38,OPEN
ORD-000814-2,PO-000814,CUST-01641,2026-08-30,26805.28,OPEN
ORD-000814-3,PO-000814,CUST-01622,2026-09-06,26805.28,OPEN
ORD-000815-1,PO-000815,CUST-00981,2026-08-01,15742.28,OPEN
ORD-000816-1,PO-000816,CUST-00898,2026-06-14,126512.53,OPEN
ORD-000816-2,PO-000816,CUST-01323,2026-06-16,42170.84,OPEN
ORD-000816-3,PO-000816,CUST-02017,2026-06-14,42170.84,OPEN
ORD-000816-4,PO-000816,CUST-00165,2026-06-22,126512.53,OPEN
ORD-000817-1,PO-000817,CUST-02086,2026-03-01,29206.5,OPEN
ORD-000817-2,PO-000817,CUST-02197,2026-03-03,43809.75,OPEN
ORD-000817-3,PO-000817,CUST-02279,2026-03-04,29206.5,OPEN
ORD-000818-1,PO-000818,CUST-01067,2026-08-05,10212.36,OPEN
ORD-000818-2,PO-000818,CUST-01850,2026-08-12,10212.36,OPEN
ORD-000818-3,PO-000818,CUST-00839,2026-08-11,7659.27,OPEN
ORD-000819-1,PO-000819,CUST-00878,2026-08-03,5485.36,OPEN
ORD-000819-2,PO-000819,CUST-00223,2026-07-30,4114.02,OPEN
ORD-000820-1,PO-000820,CUST-01368,2026-02-28,38454.68,OPEN
ORD-000821-1,PO-000821,CUST-02298,2026-07-11,12360.03,OPEN
ORD-000821-2,PO-000821,CUST-00319,2026-07-14,24720.07,OPEN
ORD-000822-1,PO-000822,CUST-01243,2026-08-11,5164.39,OPEN
ORD-000823-1,PO-000823,CUST-00312,2026-01-31,2834.64,OPEN
ORD-000823-2,PO-000823,CUST-01219,2026-02-04,8503.91,OPEN
ORD-000824-1,PO-000824,CUST-01952,2026-03-19,68810.68,OPEN
ORD-000825-1,PO-000825,CUST-00260,2026-07-05,8900.75,OPEN
ORD-000825-2,PO-000825,CUST-01629,2026-07-08,35603.02,OPEN
ORD-000825-3,PO-000825,CUST-02038,2026-07-05,35603.02,OPEN
ORD-000826-1,PO-000826,CUST-01963,2026-01-08,28908.57,OPEN
ORD-000827-1,PO-000827,CUST-02307,2026-08-22,28616.44,OPEN
ORD-000828-1,PO-000828,CUST-02450,2026-07-27,35112.37,OPEN
ORD-000828-2,PO-000828,CUST-01529,2026-07-29,17556.19,OPEN
ORD-000828-3,PO-000828,CUST-01314,2026-07-30,17556.19,OPEN
ORD-000829-1,PO-000829,CUST-02026,2026-06-02,30282.99,OPEN
ORD-000829-2,PO-000829,CUST-01769,2026-06-04,20188.66,OPEN
ORD-000829-3,PO-000829,CUST-01364,2026-06-02,30282.99,OPEN
ORD-000830-1,PO-000830,CUST-02213,2026-08-25,2297.33,OPEN
ORD-000830-2,PO-000830,CUST-00844,2026-08-25,3445.99,OPEN
ORD-000831-1,PO-000831,CUST-02358,2026-08-22,17226.05,OPEN
ORD-000832-1,PO-000832,CUST-01334,2026-06-27,141372.33,OPEN
ORD-000832-2,PO-000832,CUST-02143,2026-06-28,35343.08,OPEN
ORD-000832-3,PO-000832,CUST-01672,2026-06-23,47124.11,OPEN
ORD-000833-1,PO-000833,CUST-02029,2026-02-17,125235.22,OPEN
ORD-000834-1,PO-000834,CUST-00783,2026-03-11,113492.19,OPEN
ORD-000834-2,PO-000834,CUST-00496,2026-03-03,37830.73,OPEN
ORD-000835-1,PO-000835,CUST-00044,2026-01-23,9597.09,OPEN
ORD-000835-2,PO-000835,CUST-01589,2026-01-22,12796.12,OPEN
ORD-000835-3,PO-000835,CUST-02416,2026-01-22,9597.09,OPEN
ORD-000835-4,PO-000835,CUST-02013,2026-01-27,38388.37,OPEN
ORD-000836-1,PO-000836,CUST-01732,2026-01-16,38739.44,OPEN
ORD-000836-2,PO-000836,CUST-02009,2026-01-17,12913.15,OPEN
ORD-000836-3,PO-000836,CUST-00356,2026-01-08,9684.86,OPEN
ORD-000836-4,PO-000836,CUST-00340,2026-01-16,38739.44,OPEN
ORD-000837-1,PO-000837,CUST-02264,2026-07-16,16979.57,OPEN
ORD-000838-1,PO-000838,CUST-00284,2026-02-02,509.74,OPEN
ORD-000839-1,PO-000839,CUST-02117,2026-07-07,84974.97,OPEN
ORD-000839-2,PO-000839,CUST-00667,2026-07-05,28324.99,OPEN
ORD-000839-3,PO-000839,CUST-01748,2026-07-07,28324.99,OPEN
ORD-000840-1,PO-000840,CUST-01544,2026-02-26,36290.43,OPEN
ORD-000841-1,PO-000841,CUST-00416,2026-04-05,129902.06,OPEN
ORD-000841-2,PO-000841,CUST-01795,2026-03-31,129902.06,OPEN
ORD-000842-1,PO-000842,CUST-00138,2026-01-12,26601.78,OPEN
ORD-000843-1,PO-000843,CUST-02078,2026-01-25,2560.93,OPEN
ORD-000843-2,PO-000843,CUST-00664,2026-01-19,10243.71,OPEN
ORD-000843-3,PO-000843,CUST-01828,2026-01-20,5121.85,OPEN
ORD-000844-1,PO-000844,CUST-00952,2026-05-04,10489.42,OPEN
ORD-000844-2,PO-000844,CUST-01601,2026-05-07,5244.71,OPEN
ORD-000844-3,PO-000844,CUST-00462,2026-05-03,10489.42,OPEN
ORD-000844-4,PO-000844,CUST-01243,2026-05-12,10489.42,OPEN
ORD-000845-1,PO-000845,CUST-01960,2026-08-19,18079.54,OPEN
ORD-000845-2,PO-000845,CUST-01589,2026-08-10,36159.09,OPEN
ORD-000846-1,PO-000846,CUST-02103,2026-02-08,25057.2,OPEN
ORD-000846-2,PO-000846,CUST-01694,2026-02-09,50114.4,OPEN
ORD-000847-1,PO-000847,CUST-00114,2026-04-20,2355.28,OPEN
ORD-000848-1,PO-000848,CUST-00645,2026-06-12,31384.42,OPEN
ORD-000848-2,PO-000848,CUST-02037,2026-06-13,41845.89,OPEN
ORD-000849-1,PO-000849,CUST-01514,2026-04-27,10416.93,OPEN
ORD-000849-2,PO-000849,CUST-01399,2026-04-21,2604.23,OPEN
ORD-000850-1,PO-000850,CUST-01923,2026-08-30,23283.6,OPEN
ORD-000850-2,PO-000850,CUST-02183,2026-08-31,15522.4,OPEN
ORD-000850-3,PO-000850,CUST-01031,2026-09-03,46567.21,OPEN
ORD-000850-4,PO-000850,CUST-02435,2026-08-28,15522.4,OPEN
ORD-000851-1,PO-000851,CUST-01373,2026-08-25,18146.26,OPEN
ORD-000851-2,PO-000851,CUST-02449,2026-08-25,12097.5,OPEN
ORD-000851-3,PO-000851,CUST-01209,2026-08-30,18146.26,OPEN
ORD-000852-1,PO-000852,CUST-00843,2026-02-26,59902.79,OPEN
ORD-000853-1,PO-000853,CUST-02202,2026-04-15,9305.57,OPEN
ORD-000853-2,PO-000853,CUST-01035,2026-04-10,37222.26,OPEN
ORD-000853-3,PO-000853,CUST-00014,2026-04-14,9305.57,OPEN
ORD-000854-1,PO-000854,CUST-00209,2026-08-29,24836.94,OPEN
ORD-000854-2,PO-000854,CUST-01952,2026-09-04,74510.81,OPEN
ORD-000854-3,PO-000854,CUST-00573,2026-08-31,74510.81,OPEN
ORD-000854-4,PO-000854,CUST-00169,2026-08-31,74510.81,OPEN
ORD-000855-1,PO-000855,CUST-00041,2026-02-02,117688.66,OPEN
ORD-000855-2,PO-000855,CUST-01165,2026-02-11,39229.55,OPEN
ORD-000856-1,PO-000856,CUST-00095,2026-06-11,45373.68,OPEN
ORD-000856-2,PO-000856,CUST-00704,2026-06-13,45373.68,OPEN
ORD-000856-3,PO-000856,CUST-00657,2026-06-16,90747.36,OPEN
ORD-000857-1,PO-000857,CUST-00992,2026-08-02,36597.71,OPEN
ORD-000857-2,PO-000857,CUST-00903,2026-07-29,36597.71,OPEN
ORD-000858-1,PO-000858,CUST-00412,2026-06-24,23309.94,OPEN
ORD-000858-2,PO-000858,CUST-00616,2026-06-28,11654.97,OPEN
ORD-000858-3,PO-000858,CUST-00095,2026-06-30,11654.97,OPEN
ORD-000858-4,PO-000858,CUST-01789,2026-06-24,11654.97,OPEN
ORD-000859-1,PO-000859,CUST-01528,2026-05-17,38190.06,OPEN
ORD-000859-2,PO-000859,CUST-00690,2026-05-17,19095.03,OPEN
ORD-000859-3,PO-000859,CUST-01447,2026-05-11,25460.04,OPEN
ORD-000859-4,PO-000859,CUST-00946,2026-05-11,25460.04,OPEN
ORD-000860-1,PO-000860,CUST-01593,2026-01-14,103130.58,OPEN
ORD-000861-1,PO-000861,CUST-01045,2026-01-07,18474.53,OPEN
ORD-000861-2,PO-000861,CUST-01065,2026-01-10,24632.71,OPEN
ORD-000861-3,PO-000861,CUST-02399,2026-01-08,36949.07,OPEN
ORD-000861-4,PO-000861,CUST-00149,2026-01-15,36949.07,OPEN
ORD-000862-1,PO-000862,CUST-01026,2026-02-02,106212.13,OPEN
ORD-000863-1,PO-000863,CUST-00939,2026-04-30,11389.94,OPEN
ORD-000863-2,PO-000863,CUST-00950,2026-04-28,22779.89,OPEN
ORD-000863-3,PO-000863,CUST-01181,2026-04-26,11389.94,OPEN
ORD-000863-4,PO-000863,CUST-00968,2026-05-02,11389.94,OPEN
ORD-000864-1,PO-000864,CUST-01895,2026-01-26,116039.03,OPEN
ORD-000864-2,PO-000864,CUST-02186,2026-01-20,58019.51,OPEN
ORD-000865-1,PO-000865,CUST-01614,2026-04-02,128383.4,OPEN
ORD-000866-1,PO-000866,CUST-01895,2026-02-18,42352.43,OPEN
ORD-000866-2,PO-000866,CUST-01017,2026-02-11,127057.3,OPEN
ORD-000866-3,PO-000866,CUST-01546,2026-02-09,127057.3,OPEN
ORD-000867-1,PO-000867,CUST-02129,2026-05-24,29981.57,OPEN
ORD-000867-2,PO-000867,CUST-01030,2026-05-25,29981.57,OPEN
ORD-000867-3,PO-000867,CUST-00518,2026-05-18,29981.57,OPEN
ORD-000867-4,PO-000867,CUST-01223,2026-05-17,39975.43,OPEN
ORD-000868-1,PO-000868,CUST-00814,2026-04-13,14175.92,OPEN
ORD-000869-1,PO-000869,CUST-00583,2026-05-02,64923.49,OPEN
ORD-000869-2,PO-000869,CUST-01994,2026-05-03,43282.33,OPEN
ORD-000869-3,PO-000869,CUST-00839,2026-05-03,43282.33,OPEN
ORD-000870-1,PO-000870,CUST-01436,2026-03-09,142184.95,OPEN
ORD-000870-2,PO-000870,CUST-00320,2026-03-14,35546.24,OPEN
ORD-000870-3,PO-000870,CUST-00166,2026-03-09,35546.24,OPEN
ORD-000871-1,PO-000871,CUST-00598,2026-02-19,46896.1,OPEN
ORD-000871-2,PO-000871,CUST-00102,2026-02-23,46896.1,OPEN
ORD-000872-1,PO-000872,CUST-01168,2026-01-12,22509.87,OPEN
ORD-000872-2,PO-000872,CUST-01796,2026-01-15,67529.62,OPEN
ORD-000872-3,PO-000872,CUST-02245,2026-01-15,67529.62,OPEN
ORD-000872-4,PO-000872,CUST-00629,2026-01-15,67529.62,OPEN
ORD-000873-1,PO-000873,CUST-00382,2026-04-25,54925.88,OPEN
ORD-000873-2,PO-000873,CUST-00903,2026-04-27,27462.94,OPEN
ORD-000874-1,PO-000874,CUST-02241,2026-02-06,7394.19,OPEN
ORD-000874-2,PO-000874,CUST-00272,2026-02-07,29576.77,OPEN
ORD-000874-3,PO-000874,CUST-00271,2026-02-08,7394.19,OPEN
ORD-000874-4,PO-000874,CUST-00468,2026-02-06,7394.19,OPEN
ORD-000875-1,PO-000875,CUST-01338,2026-06-11,36441.44,OPEN
ORD-000875-2,PO-000875,CUST-02433,2026-06-17,36441.44,OPEN
ORD-000875-3,PO-000875,CUST-01980,2026-06-07,27331.08,OPEN
ORD-000875-4,PO-000875,CUST-02044,2026-06-15,36441.44,OPEN
ORD-000876-1,PO-000876,CUST-00897,2026-08-02,64768.66,OPEN
ORD-000876-2,PO-000876,CUST-02221,2026-07-27,129537.32,OPEN
ORD-000877-1,PO-000877,CUST-01971,2026-04-21,42601.32,OPEN
ORD-000878-1,PO-000878,CUST-01697,2026-09-01,66725.66,OPEN
ORD-000878-2,PO-000878,CUST-00485,2026-08-31,44483.77,OPEN
ORD-000878-3,PO-000878,CUST-01624,2026-09-02,33362.83,OPEN
ORD-000878-4,PO-000878,CUST-00964,2026-09-01,33362.83,OPEN
ORD-000879-1,PO-000879,CUST-00337,2026-03-29,24299.2,OPEN
ORD-000879-2,PO-000879,CUST-02018,2026-03-30,6074.8,OPEN
ORD-000879-3,PO-000879,CUST-01931,2026-03-28,24299.2,OPEN
ORD-000879-4,PO-000879,CUST-01503,2026-03-30,8099.73,OPEN
ORD-000880-1,PO-000880,CUST-02388,2026-01-12,25200.62,OPEN
ORD-000880-2,PO-000880,CUST-00788,2026-01-20,25200.62,OPEN
ORD-000880-3,PO-000880,CUST-01095,2026-01-18,25200.62,OPEN
ORD-000881-1,PO-000881,CUST-00645,2026-08-08,30701.39,OPEN
ORD-000882-1,PO-000882,CUST-00667,2026-06-11,11318.96,OPEN
ORD-000883-1,PO-000883,CUST-01713,2026-04-12,35694.96,OPEN
ORD-000883-2,PO-000883,CUST-00863,2026-04-12,47593.28,OPEN
ORD-000883-3,PO-000883,CUST-00151,2026-04-04,71389.91,OPEN
ORD-000884-1,PO-000884,CUST-01158,2026-02-09,16597.34,OPEN
ORD-000884-2,PO-000884,CUST-01973,2026-02-16,8298.67,OPEN
ORD-000885-1,PO-000885,CUST-01601,2026-09-02,53256.03,OPEN
ORD-000886-1,PO-000886,CUST-01899,2026-01-11,31561.91,OPEN
ORD-000886-2,PO-000886,CUST-00545,2026-01-14,31561.91,OPEN
ORD-000886-3,PO-000886,CUST-02321,2026-01-19,42082.55,OPEN
ORD-000886-4,PO-000886,CUST-01027,2026-01-09,63123.82,OPEN
ORD-000887-1,PO-000887,CUST-01139,2026-02-15,1695.7,OPEN
ORD-000887-2,PO-000887,CUST-00038,2026-02-13,6782.81,OPEN
ORD-000888-1,PO-000888,CUST-02053,2026-07-25,23106.03,OPEN
ORD-000889-1,PO-000889,CUST-02166,2026-07-02,24742.63,OPEN
ORD-000889-2,PO-000889,CUST-01782,2026-07-03,49485.25,OPEN
ORD-000889-3,PO-000889,CUST-02207,2026-07-01,32990.17,OPEN
ORD-000890-1,PO-000890,CUST-02494,2026-01-11,15349.19,OPEN
ORD-000890-2,PO-000890,CUST-01841,2026-01-10,30698.39,OPEN
ORD-000890-3,PO-000890,CUST-00940,2026-01-15,61396.78,OPEN
ORD-000890-4,PO-000890,CUST-01087,2026-01-09,15349.19,OPEN
ORD-000891-1,PO-000891,CUST-01762,2026-03-04,142825.28,OPEN
ORD-000891-2,PO-000891,CUST-00067,2026-03-02,35706.32,OPEN
ORD-000892-1,PO-000892,CUST-01594,2026-05-09,74167.91,OPEN
ORD-000892-2,PO-000892,CUST-00059,2026-05-10,74167.91,OPEN
ORD-000892-3,PO-000892,CUST-01006,2026-05-09,49445.27,OPEN
ORD-000893-1,PO-000893,CUST-01054,2026-09-06,37512.28,OPEN
ORD-000893-2,PO-000893,CUST-00672,2026-09-02,56268.42,OPEN
ORD-000894-1,PO-000894,CUST-00014,2026-03-23,149683.82,OPEN
ORD-000895-1,PO-000895,CUST-02093,2026-02-16,4362.23,OPEN
ORD-000895-2,PO-000895,CUST-00342,2026-02-25,5816.31,OPEN
ORD-000895-3,PO-000895,CUST-01589,2026-02-20,8724.47,OPEN
ORD-000896-1,PO-000896,CUST-01402,2026-08-24,68562.52,OPEN
ORD-000897-1,PO-000897,CUST-01772,2026-05-08,37167.87,OPEN
ORD-000898-1,PO-000898,CUST-02284,2026-02-27,6386.17,OPEN
ORD-000899-1,PO-000899,CUST-02339,2026-02-23,135045.59,OPEN
ORD-000899-2,PO-000899,CUST-01388,2026-03-02,45015.2,OPEN
ORD-000899-3,PO-000899,CUST-00350,2026-02-25,33761.4,OPEN
ORD-000899-4,PO-000899,CUST-02429,2026-03-01,135045.59,OPEN
ORD-000900-1,PO-000900,CUST-02200,2026-02-03,31309.84,OPEN
ORD-000900-2,PO-000900,CUST-00225,2026-01-31,93929.51,OPEN
ORD-000900-3,PO-000900,CUST-00627,2026-02-04,23482.38,OPEN
ORD-000901-1,PO-000901,CUST-01229,2026-01-27,48760.62,OPEN
ORD-000902-1,PO-000902,CUST-01485,2026-04-02,28124.03,OPEN
ORD-000902-2,PO-000902,CUST-01304,2026-03-29,9374.68,OPEN
ORD-000903-1,PO-000903,CUST-02254,2026-06-03,40051.85,OPEN
ORD-000904-1,PO-000904,CUST-01278,2026-08-27,83078.83,OPEN
ORD-000905-1,PO-000905,CUST-00438,2026-03-11,111293.6,OPEN
ORD-000906-1,PO-000906,CUST-00336,2026-04-23,40761.84,OPEN
ORD-000906-2,PO-000906,CUST-00069,2026-04-16,81523.68,OPEN
ORD-000907-1,PO-000907,CUST-02143,2026-02-19,110810.32,OPEN
ORD-000907-2,PO-000907,CUST-02243,2026-02-16,27702.58,OPEN
ORD-000908-1,PO-000908,CUST-01657,2026-06-11,50099.45,OPEN
ORD-000908-2,PO-000908,CUST-01104,2026-06-15,33399.63,OPEN
ORD-000908-3,PO-000908,CUST-01045,2026-06-07,25049.72,OPEN
ORD-000909-1,PO-000909,CUST-02377,2026-02-01,30564.49,OPEN
ORD-000909-2,PO-000909,CUST-00946,2026-02-01,61128.97,OPEN
ORD-000909-3,PO-000909,CUST-00545,2026-01-31,15282.24,OPEN
ORD-000910-1,PO-000910,CUST-01399,2026-06-22,31925.64,OPEN
ORD-000911-1,PO-000911,CUST-01552,2026-07-10,24342.63,OPEN
ORD-000911-2,PO-000911,CUST-01817,2026-07-15,32456.84,OPEN
ORD-000911-3,PO-000911,CUST-00847,2026-07-15,48685.26,OPEN
ORD-000912-1,PO-000912,CUST-00013,2026-05-06,24530.86,OPEN
ORD-000912-2,PO-000912,CUST-00245,2026-05-08,73592.57,OPEN
ORD-000912-3,PO-000912,CUST-00835,2026-05-14,24530.86,OPEN
ORD-000912-4,PO-000912,CUST-01161,2026-05-10,36796.29,OPEN
ORD-000913-1,PO-000913,CUST-00919,2026-05-07,39320.48,OPEN
ORD-000913-2,PO-000913,CUST-01600,2026-05-06,29490.36,OPEN
ORD-000913-3,PO-000913,CUST-01795,2026-05-09,58980.72,OPEN
ORD-000913-4,PO-000913,CUST-01576,2026-05-05,29490.36,OPEN
ORD-000914-1,PO-000914,CUST-02116,2026-01-30,13505.84,OPEN
ORD-000914-2,PO-000914,CUST-02324,2026-01-29,40517.53,OPEN
ORD-000914-3,PO-000914,CUST-01001,2026-02-02,13505.84,OPEN
ORD-000915-1,PO-000915,CUST-02269,2026-06-10,24935.66,OPEN
ORD-000915-2,PO-000915,CUST-01971,2026-06-15,74806.99,OPEN
ORD-000916-1,PO-000916,CUST-01647,2026-07-13,57371.12,OPEN
ORD-000916-2,PO-000916,CUST-00394,2026-07-13,38247.42,OPEN
ORD-000916-3,PO-000916,CUST-01004,2026-07-13,57371.12,OPEN
ORD-000917-1,PO-000917,CUST-01765,2026-04-09,35485.94,OPEN
ORD-000917-2,PO-000917,CUST-02315,2026-04-03,70971.88,OPEN
ORD-000917-3,PO-000917,CUST-00840,2026-04-08,70971.88,OPEN
ORD-000918-1,PO-000918,CUST-00895,2026-01-30,51151.82,OPEN
ORD-000918-2,PO-000918,CUST-00048,2026-01-27,34101.21,OPEN
ORD-000919-1,PO-000919,CUST-00970,2026-06-15,29499.87,OPEN
ORD-000919-2,PO-000919,CUST-02451,2026-06-15,29499.87,OPEN
ORD-000920-1,PO-000920,CUST-01687,2026-07-03,20961.84,OPEN
ORD-000921-1,PO-000921,CUST-01853,2026-08-30,28854.46,OPEN
ORD-000921-2,PO-000921,CUST-02342,2026-08-25,86563.38,OPEN
ORD-000921-3,PO-000921,CUST-00643,2026-08-28,43281.69,OPEN
ORD-000921-4,PO-000921,CUST-00857,2026-08-27,43281.69,OPEN
ORD-000922-1,PO-000922,CUST-00837,2026-01-16,99418.36,OPEN
ORD-000922-2,PO-000922,CUST-00631,2026-01-26,24854.59,OPEN
ORD-000923-1,PO-000923,CUST-01722,2026-05-02,28511.94,OPEN
ORD-000923-2,PO-000923,CUST-00300,2026-05-04,28511.94,OPEN
ORD-000923-3,PO-000923,CUST-00940,2026-05-03,14255.97,OPEN
ORD-000924-1,PO-000924,CUST-01824,2026-08-21,34115.88,OPEN
ORD-000924-2,PO-000924,CUST-00083,2026-08-19,34115.88,OPEN
ORD-000924-3,PO-000924,CUST-02194,2026-08-19,17057.94,OPEN
ORD-000924-4,PO-000924,CUST-00520,2026-08-24,68231.75,OPEN
ORD-000925-1,PO-000925,CUST-02208,2026-06-01,36079.29,OPEN
ORD-000926-1,PO-000926,CUST-01390,2026-05-19,128816.32,OPEN
ORD-000926-2,PO-000926,CUST-01070,2026-05-12,42938.77,OPEN
ORD-000927-1,PO-000927,CUST-02122,2026-01-15,64444.25,OPEN
ORD-000927-2,PO-000927,CUST-01730,2026-01-19,64444.25,OPEN
ORD-000928-1,PO-000928,CUST-00048,2026-04-28,25112.88,OPEN
ORD-000928-2,PO-000928,CUST-01321,2026-04-28,25112.88,OPEN
ORD-000928-3,PO-000928,CUST-00780,2026-04-29,25112.88,OPEN
ORD-000929-1,PO-000929,CUST-01553,2026-01-20,39408.71,OPEN
ORD-000929-2,PO-000929,CUST-01197,2026-01-23,39408.71,OPEN
ORD-000930-1,PO-000930,CUST-00617,2026-06-10,100387.46,OPEN
ORD-000930-2,PO-000930,CUST-01287,2026-06-11,100387.46,OPEN
ORD-000930-3,PO-000930,CUST-01915,2026-06-03,25096.87,OPEN
ORD-000931-1,PO-000931,CUST-00364,2026-01-06,33158.18,OPEN
ORD-000931-2,PO-000931,CUST-01660,2026-01-05,49737.28,OPEN
ORD-000931-3,PO-000931,CUST-01692,2026-01-02,49737.28,OPEN
ORD-000931-4,PO-000931,CUST-01318,2026-01-09,49737.28,OPEN
ORD-000932-1,PO-000932,CUST-01925,2026-08-07,25950.23,OPEN
ORD-000933-1,PO-000933,CUST-00516,2026-04-16,45257.17,OPEN
ORD-000933-2,PO-000933,CUST-00502,2026-04-20,90514.33,OPEN
ORD-000933-3,PO-000933,CUST-02277,2026-04-24,90514.33,OPEN
ORD-000934-1,PO-000934,CUST-01549,2026-08-11,48372.36,OPEN
ORD-000934-2,PO-000934,CUST-01638,2026-08-16,96744.72,OPEN
ORD-000934-3,PO-000934,CUST-00580,2026-08-10,96744.72,OPEN
ORD-000934-4,PO-000934,CUST-00700,2026-08-17,32248.24,OPEN
ORD-000935-1,PO-000935,CUST-01509,2026-04-21,22494.61,OPEN
ORD-000935-2,PO-000935,CUST-00427,2026-04-21,22494.61,OPEN
ORD-000936-1,PO-000936,CUST-00642,2026-08-22,1649.11,OPEN
ORD-000936-2,PO-000936,CUST-00765,2026-08-16,6596.44,OPEN
ORD-000936-3,PO-000936,CUST-01393,2026-08-22,2198.81,OPEN
ORD-000937-1,PO-000937,CUST-01261,2026-08-17,34189.81,OPEN
ORD-000938-1,PO-000938,CUST-01509,2026-05-15,86568.56,OPEN
ORD-000939-1,PO-000939,CUST-01393,2026-08-08,147353.84,OPEN
ORD-000939-2,PO-000939,CUST-01194,2026-08-11,147353.84,OPEN
ORD-000940-1,PO-000940,CUST-02405,2026-03-03,48491.64,OPEN
ORD-000940-2,PO-000940,CUST-00580,2026-03-01,72737.46,OPEN
ORD-000941-1,PO-000941,CUST-00988,2026-05-24,35117.14,OPEN
ORD-000942-1,PO-000942,CUST-01666,2026-05-10,32908.95,OPEN
ORD-000942-2,PO-000942,CUST-01342,2026-05-08,8227.24,OPEN
ORD-000942-3,PO-000942,CUST-02264,2026-05-14,8227.24,OPEN
